author,count
"Dodsley, James, 1724-1797, Hughs, Henry, d. 1810, Nichols, John, 1745-1826, Reed, Isaac, 1742-1807. Dodsley, Robert, 1703-1764.",11
"Lucian, of Samosata",1
"Smollett, T. (Tobias), 1721-1771",1
"Molloy, Mr. (Charles), d. 1767.",2
"Saunderson, Nicholas, 1682-1739.",1
"Mapletoft, John, 1631-1721.",1
Honourable the Society of Improvers in the Knowledge of Agriculture in Scotland.,1
"Leighton, Robert, 1611-1684.",1
"Cowley, Abraham, 1618-1667.",8
"Julian, Emperor of Rome, 331-363.",6
"Mercer, Thomas, b. 1709.",1
"Maclaine, Archibald, 1722-1804.",3
"Mathews, Richard.",1
"Hardinge, George, 1743-1816.",1
"Ahmad, Ardabīlī.",2
"Upton, James",1
"Horsley, William, d. 1776?",1
"Fuller, Samuel, d. ca. 1736.",1
"Milner, William.",1
"Lloyd, William, 1627-1717.",1
"Winter, Richard, 1720-1799.",1
"Herring, Thomas, 1693-1757.",1
"Burscough, William, 1676?-1755.",1
"Gooch, Thomas, 1674-1754.",1
"Sancroft, William, 1617-1693.",2
"Morley, George, 1597-1684.",1
"Miller, George, 1764-1848.",1
"Pearce, Zachary, 1690-1774.",1
"Ewer, John, d. 1774.",1
"Bearcroft, Philip, 1697-1761.",1
"Wilcocks, Joseph, 1673-1756.",1
"Gillespie, George, 1613-1648.",3
"Keene, Edmund, 1714-1781.",1
"Rennell, Thomas, 1754-1840.",1
"Parker, William, 1714-1802.",2
"Wesley, Charles, 1707-1788.",1
"Harris, Robert, 1581-1658.",1
"Henderson, Alexander, 1583?-1646.",1
"Knight, Titus.",1
"WITHERSPOON, John, President of Princeton College.",1
"Atterbury, Lewis, 1656-1731.",2
"Carmichael, Frederick, 1708-1751.",1
"Farington, William, 1704 or 5-1767.",2
"Fisher, John, Vicar of St. Lawrence.",1
"Price, Richard.",1
"Ogden, Samuel.",1
"Elliot, Richard, d. 1788.",1
"Hodson, Septimus.",1
"Hartley, Thomas, 1708-1784.",1
"Woollcombe, William, 1754 or 5-1796.",2
"Dawes, William, Sir, 1671-1724.",1
Society for the Propagation of the Gospel in Foreign Parts (Great Britain),1
"Eveleigh, John, 1747-1814.",2
"Kelsey, Joseph, d. 1710.",1
"Hinchliffe, John, 1731-1794.",1
"Massillon, Jean-Baptiste, 1663-1742.",1
"Dow, Alexander, d. 1779.",1
"Barlow, Thomas, 1607-1691.",1
"Layng, Peter.",1
"[La Faye, Jean Baptiste de]",1
"Bromley, William, 1663?-1732.",1
"Taylor, Michael, 1756-1789.",1
"Harding, Sylvester, 1745-1809.",2
"Becket, Thomas. Garrick, David, 1717-1779.",1
"Hall, Joseph, 1574-1656.",1
"Medley, Thomas, esq.,pseud.",1
"Butler, Alban, 1711-1773, A. B., Minister.",1
"Sheridan, Richard Brinsley, 1751-1816.",1
"Newhaven, William Mayne, Baron, 1722-1794.",1
"Addenbrooke, John, 1680-1719.",1
"Turner, W. fl. 1687-1701.",1
"Russell, Francis.",2
"O'Beirne, Thomas Lewis, 1748?-1823.",1
"Aretius, Benedictus, d. 1574.",1
"Wynne, Richard, 1718?-1799.",1
"Barnes, R.",1
"Rogers, Thomas, d. 1616.",1
"Northumberland, Elizabeth Seymour Percy, Duchess of, 1716-1776.",2
"Pirrie, George.",1
"Newton, Thomas, d. 1843.",1
"Hoyle, Edmond, 1672-1769.",1
"Palairet, Jean, 1697-1774.",1
"Pardies, Ignace Gaston, 1636-1673.",1
"Brant, Sebastian, 1458-1521.",1
"Brewer, George, b. 1766.",1
"Nicholson, John, d. ca. 1717, Bruges, R., fl. 1713-1726, Floyer, John, Sir, 1649-1734.",1
"Spinckes, Nathaniel, 1654-1727.",1
"Budworth, Joseph.",1
"Manning, Robert, d. 1730 or 31.",1
"Luis, de Granada, 1504-1588.",1
"Falkland, Lucius Cary, Viscount, 1610?-1643.",1
"Sidney, Philip, Sir, 1554-1586.",1
"Plautus, Titus Maccius. Whetstone, George, 1544?-1587? Steevens, George, 1736-1800. Nichols, John, 1745-1826.",1
"Wilcox, Daniel, d. 1733.",3
"Lowe, Arthur Charles. Moody, Christopher Lake,",1
"Clarendon, R. V.",2
"Craufurd, Q. 1743-1819.",1
"Forster, Georg, 1754-1794.",1
Britannicus.,1
"Bushe, Amyas, d. 1773.",2
"Nichols, John, 1745-1826,",1
"Warburton, John.",2
"Butler, John, 1717-1802.",1
"Society for the improvement of naval architecture, London.",1
"Neale, Mary, 1717-1757.",1
"Grubb, Sarah Tuke, 1756-1790.",2
"Grubb, Sarah, 1756-1790.",2
"Wood, Isaac, of Shrewsbury.",1
"Hutcheson, Archibald, ca. 1659-1740.",2
"Yorke, Charles, 1722-1770.",1
"Wise, Francis, 1695-1767.",2
"Harris, William, 1675?-1740.",1
"Wright, Edward.",2
"Cox, Richard, 1650-1733.",1
"Bindon,David, d. 1760.",1
"Altham, Michael.",1
"Shadwell, Thomas, 1642?-1692.",1
"Auckland, William Eden, Baron, 1744-1814.",3
"Evans, Evan, 1731-1788.",2
"Forbes, Duncan, 1685-1747.",1
"Herbert, Thomas, Sir, 1606-1682.",1
"Brome, Alexander, 1620-1666.",1
"Russell, Thomas, 1762-1788.",1
"Park, Thomas, 1759-1834.",1
"Pickering, Amelia",1
"Whitfeild, Theodosia, fl. 1727.",1
"Constable, John, 1676?-1744.",1
"Pluche, Noël Antoine, 1688-1761.",7
"Bartholomew. Steele, Richard, Sir, 1672-1729. Addison, Joseph, 1672-1719.",8
"Steele, Richard, Sir, 1672-1729. Addison, Joseph, 1672-1719.",12
"Polhill, Edward, 1622-1694?",1
"Grenville, George, 1712-1770.",1
"O'Connor, Arthur, 1763-1852.",1
"Langrishe, Hercules, Sir bart., 1738-1811.",1
"Pitt, William, 1759-1806",2
"Warrington, Henry Booth, Earl of, 1652-1694.",2
"Pitt, William, 1759-1806.",2
"Isaeus, ca. 420-ca. 350 B.C.",1
"Rich, John, 1682?-1761.",1
"Cruikshank, Robert, 1789-1856, Cruikshank, George, 1792-1878, Westmacott, C. M. (Charles Molloy), 1787 or 8-1868. Jones, Stephen, 1763-1827.",8
"Search, Simon.",1
"Cyprian, Saint, Bishop of Carthage.",1
"Justin, Martyr, Saint.",1
"Scott, John, Sir, 1585-1670.",1
"Clarendon, Henry Hyde, Earl of, 1638-1709.",2
"Ivernois, Francis d', Sir, 1757-1842.",2
"Hartley, David, ca. 1731-1813.",1
"Maccormick, Joseph, 1733-1799.",1
"Lloyd, David, 1635-1692.",2
"Gearing, William, fl. 1659-1679.",1
"Loder, Robert,",1
"Maittaire, Michael, 1668-1747.",1
"Everard, Thomas.",2
"Fairman, William.",1
"D'Urfey, Thomas, 1653-1723.",1
"Godwin, Francis, 1562-1633.",2
"Muggleton, Lodowick, 1609-1698.",1
"Bennett, John, Rev.",1
"[Rede, Leman Thomas], d. 1810.",2
"Hutchinson, Thomas, 1711-1780.",1
"Smith, William, M.D.",1
"Jenks, Benjamin, 1646-1724.",1
"Walcot, William, 1753-1827.",1
"Henchman, Thomas.",1
"Hastings, Francis Rawdon-Hastings, Marquess of, 1754-1826.",1
Sierra Leone Company.,1
"Lovett, R. 1692-1780.",1
"Norland House, Kensington.",1
"Blackstone, William, 1723-1780.",1
"Brydson, Thomas.",3
"Read, John.",1
"Barlow, William, d. 1613.",1
"Swinburne, Henry, 1743-1803.",3
"Baldwin, Samuel.",3
"Willis, Browne, 1682-1760.",1
"Eton, William.",2
"Wilson, Henry.",2
"Devonshire, Georgiana Spencer Cavendish, Duchess of, 1757-1806.",2
"Heathcote, Ralph, 1721-1795.",3
"Alexander, Joannes, of Bern.",1
"Harwood, Busick, Sir, 1745?-1814.",1
"Ewing, Alexander, d. 1804.",2
"Sydenham, Floyer, 1710-1787.",1
"Perrinchief, Richard, 1623?-1673.",1
"Desaguliers, J. T. 1683-1744.",1
"Randall, Joseph.",2
"Parkinson, Thomas.",1
"Holbach, Paul Henri Thiry, baron d', 1723-1789.",4
"Potter, John, fl. 1754-1804.",1
"Hodgson, James, 1672-1755.",2
"Wooddeson, Richard, 1745-1822.",4
"Lucretius Carus, Titus.",3
"Folkes, Martin, 1690-1754.",2
"Selden, John, 1584-1654.",1
"Thomson, John, accountant of Edinburgh.",1
"Thomson, John, accountant, of Edinburgh.",2
"Smart, John.",2
"Webb, William, accountant",1
"Englefield, Henry Charles, Sir, bart., 1752-1822.",1
"Blewert, William.",1
"Brampton, John.",1
"Cross, Walter, M.A.",1
"Genlis, Stéphanie Félicité, comtesse de, 1746-1830.",4
"Beard, Thomas, d. 1632.",1
"Purchas, Samuel, d. ca. 1658.",1
"Nipclose, Nicholas, Sir, baronet.",1
"Potter, John.",1
"Baker, Richard, Sir, 1568-1645.",1
"Walker, George, 1772-1847.",3
"Leighton, Robert.",1
"Levizac, Jean Pons Victor Le Coutz de, d. 1813.",1
"Schomberg, R. 1714-1792.",1
"Uztáriz, Gerónimo de, 1670-1732.",4
"Shirtcliffe, Robert.",1
"[Lévesque de Pouilly, Louis Jean], 1691-1750.",1
"Wilkie, David.",1
"Curson, H.",1
"Hutton, James, 1726-1797",2
"Taylor, John.",1
"Sullivan, Richard Joseph, Sir, bart., 1752-1806.",1
"Keir, Archibald.",1
"Jenyns, Soame, 1904-",1
"Reeves, John, 1752?-1829.",1
"Davidson, David.",1
"Mitchell, Archibald.",1
"Norfolk, Charles Howard, Duke of, 1720-1786.",2
"Hope, John, 1739-1785.",2
"Pétis de La Croix, François, 1653-1713.",2
"Fenn, John, 1739-1794.",1
"Wilkinson, Henry, 1616-1690.",1
"Atkinson, Joseph, 1743-1818.",1
"Selden John, 1584-1654.",1
"Witherby, Thomas, d. 1830.",1
"Ziya al-Din, Nakhshabi.",1
"Lempriere, William, d. 1834.",2
"[Twiss, Richard] 1747-1821.",2
"Knox, John, 1720-1790.",1
"Baltimore, Frederick Calvert, Baron, 1731-1771.",1
"Moreau, Simeon, d. 1810.",1
"Sutherland, D. G.",2
"Nichols, John, 1745-1826, Addison, Joseph, 1672-1719. Steele, Richard, Sir, 1672-1729.",2
"Hobbes, Thomas, 1588-1679.",1
"Macfarlan, John, d. 1786.",1
"Jortin, John, 1698-1770.",8
"Gee, Joshua.",1
"Norton, Thomas, 1532-1584.",2
"Seneca, Lucius Annaeus, ca. 4 B.C.-65 A.D.",1
Sophocles.,3
"Hamilton, Charles, 1738-1800.",1
American Philosophical Society.,4
Linnean Society of London.,2
Royal Irish Academy.,7
Royal Society of Edinburgh.,4
"Douglas, James, 1753-1819.",1
"Tyssot de Patot, Simon, b. 1655.",1
"Bingfield, William, pseud.",3
"Klinger, Friedrich Maximilian, 1752-1831.",1
"Bell, John, 1691-1780.",6
"Faujas-de-St.-Fond, cit. 1741-1819.",3
"Murphy, James Cavanah, 1760-1814.",2
"Vairasse, Denis, ca. 1630-ca. 1696. Gulliver, Capt. Lemuel Swift, Jonathan, 1667-1745.",2
"Moore, Francis, fl. 1744.",1
"Poivre, Pierre, 1719-1786.",1
"Bowman, Hildebrand.",1
"Morris, Drake, pseud.",1
"Desfontaines, M. l'abbé 1685-1745.",1
Jesuits.,1
"Montfaucon, Bernard de, 1655-1741.",1
"Stewart, John, 1749-1822.",2
"Niebuhr, Carsten, 1733-1815.",1
"Mariti, Giovanni, 1736-1806.",2
"Keyssler, Johann Georg, 1693-1743.",7
"Marshall, Joseph, fl. 1770.",10
"Dupaty, Charles-Marguerite-Jean-Baptiste Mercier, 1746-1788.",1
"Ferber, Johann Jakob, 1743-1790.",2
"Twiss, Richard, 1747-1821",2
"Swinburne, Henry, 1743-1803",2
"Carver, Jonathan, 1710-1780.",2
"Salis-Marschlins, Carl Ulysses von",1
"Bruce, James, 1730-1794.",6
"Rooke, Henry.",2
"Shaw, Thomas, 1694-1751.",1
"Norris, John.",1
"Swedenborg, Emanuel, 1688-1772.",1
"Southerne, Edmund.",1
"Brown, W.",1
"Adams, George, 1709-1772.",2
"Boutcher, William.",5
"Ronayne, Philip.",2
"Wells, Edward, 1667-1727.",4
"Weston, Thomas.",1
"Shuttleworth, John.",1
"Forbes, William.",1
"Pigott, Nathaniel, 1661-1737.",2
"Steell, Robert",1
"Walker, William, 1623-1684.",1
"Hitt, Thomas, d. 1770?",1
"Sommer, William, 1598-1669.",1
"Gibson, Robert.",1
"Ball, John, 1585-1640.",1
"Vines, Richard, 1600?-1656.",1
"Watson, William, of Lincoln's Inn, Esq.",1
"Motte, Andrew, d. 1730.",1
"Hawkins, William, 1673-1746.",1
"Chassepol, François de, 17th cent.",2
"Heynes, Samuel.",2
"Brookes, J.",1
"Brand, Charles.",1
"Macdonald, Thomas.",1
"Jeffries, David.",1
"Dutton, Thomas, 18th/19th cent.",2
"Dix, Thomas.",1
"Walker, George, 1734?-1807.",1
"Catcott, Alexander, 1725-1779.",2
"Osmer, William.",1
"Kyd, Stewart, d. 1811.",4
"Simeon, John, Sir, 1756-1824.",1
"Bonar, James, fl. 1796.",1
"Redesdale, John Mitford, Baron, 1748-1830.",1
"Fournier, Daniel, d. 1766?",1
"Nettleton, Thomas, 1683-1742.",1
"Boswell, George.",1
"Kennedy, John, 1759-1842.",2
"Dundonald, Archibald Cochrane, Earl of, 1749?-1831.",1
"B., A. A. B.",1
"Trenchfield, Caleb, 1624 or 5-1671.",1
"Rose, George, 1744-1818,",1
"Margarot, Maurice, d. 1816.",1
"Campbell, Mungo, 1712-1770,",1
"Kinloch, Archibald Gordon, Sir, d. 1800,",2
"Hastings, Warren, 1732-1818,",1
"Beverley, John, 1743-1827.",1
"Skirving, William, d. 1796,",1
"Duncombe, Giles.",1
"Elstob, Mark.",1
"Twiss, Richard, 1747-1821.",2
"McDermot, Murtagh, pseud.",2
"Amphlett, W. fl. 1796-1819.",1
"Phelps, Thomas.",2
"Alderson, R.",1
"Warder, Joseph, active 1688-1718.",1
"Burgess, Anthony, d. 1664.",1
"Cudworth, Ralph, 1617-1688.",1
"Prideaux, Humphrey, 1648-1724",2
"Strutton, Richard.",1
"Dalgliesh, William, 1733-1807.",1
Aesop.,1
"Grotius, Hugo, 1583-1645.",1
"Anderson, Lionel Albert, 1620 (ca.)-1710,",1
"Tryon, Thomas, 1634-1703.",1
"Knolles, Richard, 1550?-1610.",1
"Philips, Ambrose, 1674-1749, Pétis de La Croix, François, 1653-1713,",1
"Moser, Joseph, 1748-1819.",2
"Peacock, Thomas.",1
"Vyse, Charles.",1
"Letchworth, Thomas, 1738-1784.",1
"Lupton, William, 1675 or 6-1726.",1
"Batty, Adam",2
"James V, King of Scotland, 1512-1542.",1
"Simpson, Sidrach, 1600?-1655.",1
"Sharpe, Gregory, 1713-1771.",1
"Musgrave, Samuel, 1732-1780.",1
"Floyer, John, Sir, 1649-1734.",1
"R. B., 1632?-1725?",1
"Weston, Ambrose.",1
"Dodwell, Henry, 1641-1711.",1
"Doig, David, 1719-1800.",1
"Lemoine, Henry, 1756-1812",1
Patricius.,1
"Adair, James Makittrick, 1728-1802.",1
"Povey, Charles, 1652?-1743.",2
"Gordon, William, of the Academy, Glasgow.",2
"Falconer, William, 1732-1769.",2
"Byrom, John, 1692-1763.",1
"Walker, John, 1759-1830.",2
"Fox, W. Murray, John, 1737-1793. Bladon, Samuel, d. 1799. Cadell, T. (Thomas), 1742-1802. Robinson, George, 1736-1801. Newbery, Francis, d. 1780. Robson, James, 1733-1806. Becket, Thomas. Law, B. (Bedwell), d. 1798. Crowder, Stanley, d. 1798. Longman, Tho",1
John Davis Batchelder Collection (Library of Congress) Harry Houdini Collection (Library of Congress),10
"Alldridge, W. J.",1
"Winchester, Elhanan, 1751-1797.",1
"Townshend, George Townshend, Marquis, 1724-1807. Lucas, Charles.",1
"Shaw, Thomas, of Queen's College, Oxford.",1
"O'Bryen, D. 1755-1832.",2
"Agrippa von Nettesheim, Heinrich Cornelius, 1486?-1535.",1
"Repton, Humphry, 1752-1818.",1
"Cotton, Nathaniel, 1705-1788.",4
"Penn, James, 1727-1800.",1
"Brydges, Egerton, Sir, 1762-1837.",1
"Merrick, James, 1720-1769.",1
"Howard, Robert, Sir, 1626-1698.",1
"Tschink, Cajetan, 1763-1813.",1
"Albemarle, George Monck, Duke of, 1608-1670. Rupert, Prince, Count Palatine, 1619-1682.",1
"Wendeborn, [Gebhard] Friedrich August, 1742-1811.",2
"Warburton, William, Bp. of Gloucester, 1698-1779.",2
"Sullivan, Richard Joseph Sir, bart., 1752-1806.",6
"Burroughs, Joseph.",1
"Bannister, James.",1
"Robinson, Anthony, 1762-1827.",1
"Erskine, Thomas Erskine, Baron, 1750-1823.",1
"M'Ure, John.",1
"Stokes, Anthony, 1736-1799.",1
"Verelst, Harry, d 1785.",2
"Tooke, William, 1744-1820.",6
"Hurdis, James, 1763-1801.",1
"Philipot, John, 1589?-1645.",1
"Snape, Andrew, 1675-1742.",1
"Morritt, John B. S. 1772?-1843.",2
"Lowe, Solomon, d. 1750.",1
"Perronet, Vincent, 1693-1785.",1
"Tyrwhitt, Thomas, 1730-1786.",2
"Waller, William, Sir, 1597?-1668.",2
"Bull, George, 1634-1710.",1
"Holt, Daniel.",1
"Forster, Josiah, 1693-1763.",1
"Hudson, Samuel.",1
"Mackenzie, George, 1636-1691.",1
"Maddox, Isaac, 1697-1759.",1
"Comber, Thomas, d. 1778.",1
"Egleton, John.",1
"Pyle, Thomas, 1674-1756.",1
"Care, Henry, 1646-1688.",1
"Rait, William, 1617-1670.",1
"Findlay, Robert, 1721-1814.",2
"Du Moulin, Peter, 1601-1684.",1
"Lindsey, Theophilus, 1723-1808.",1
"Greenwood, James, d. 1737,",1
"L., F., esq., pseud.",1
"Quevedo, Francisco de, 1580-1645.",9
"Philander, Joakim, M. A., pseud.",1
"Mandeville, John, Sir.",3
"Shaw, Samuel, 1635-1696.",1
"Berkenhout, John, 1730?-1791.",1
"Barker, Edmund, b. 1620 or 21.",1
"Tournefort, Joseph Pitton de, 1656-1708.",3
"Lloyd, David, 1752-1838.",1
"Shelvocke, George.",1
"Walter, Richard, 1716?-1785.",3
"Meanwell, Toby, pseud.",1
"Brunt, Samuel, pseud.",1
"Sorbière, Samuel, 1615-1670.",2
"Cock, Samuel.",1
"Rochon, Alexis, 1741-1817.",1
"Charlevoix, Pierre-François-Xavier de, 1682-1761.",1
"Adanson, Michel, 1727-1806.",1
"Ulloa, Antonio de, 1716-1795.",5
"Sparrman, Anders, 1748-1820.",1
"Grose, [John Henry], fl 1750-1783.",4
"Dellon, Gabriel, b. 1649.",1
"Saint-Pierre, Bernardin de, 1737-1814.",2
"Chetwood, W. R. d. 1766.",3
Saugnier.,1
"Holmesby, John.",1
"Bell, John,",1
"Hodges, James.",1
"Marshall, Charles, 1637-1698.",1
"Markham, Gervase, 1568?-1637",1
"Spurstowe, William, 1605?-1666.",1
"Whig Club (London, England)",1
"Colvil, Samuel.",1
"Hanmer, Thomas, Sir, 1677-1746.",1
"Thomson, Alexander, 1763-1803.",1
"Scarron, Monsieur, 1610-1660.",2
"Rapin, René.",2
"Walker, Thomas, 1749-1817.",2
"Thanet, Sackville Tufton, earl of, 1767-1825,",1
"Flavel, John, 1630?-1691.",7
"Moyle, Walter, 1672-1721.",3
"Inchbald, Mrs., 1753-1821.",1
"M. T. T., M.",1
"Challoner, Richard, 1691-1781.",1
"Cotton, Charles, 1630-1687.",1
"Cent, Nehemia.",1
"Boys, John, 1571-1625.",1
"Conti, Armand de Bourbon, prince de, 1629-1666.",3
"Hooker, Richard, 1553 or 4-1600.",1
Anacreon.,4
"Marvell, Andrew, 1621-1678.",1
"Waller, Edmund, 1606-1687.",1
"Josephus, Flavius.",2
"Osborne, Francis, 1593-1659.",1
"Buckingham, George Villiers, Duke of, 1628-1687.",2
"Buckingham, John Sheffield, Duke of, 1647-1721.",4
"Buckingham, John Sheffield, Duke of, 1648-1720 or 21.",2
"La Bruyère, Jean de, 1645-1696.",2
"Saint-Evremond, 1613-1703.",7
"Needler, Henry, 1690-1718.",1
"Oldham, John, 1653-1683.",1
"Otway, Thomas, 1652-1685.",2
"Machiavelli, Niccolò, 1469-1527.",2
Petronius Arbiter.,1
Plato,2
"Tacitus, Cornelius.",6
"Dreghorn, John Maclaurin, Lord, 1734-1796.",1
"Bramhall, John, 1594-1663.",1
"Ken, Thomas, 1637-1711.",4
"Riccaltoun, Robert.",2
"Huber, Marie, 1695-1753.",2
Person of quality.,1
"Xenophon, of Ephesus.",1
"Ashby, Samuel.",1
"Carr, Richard.",1
"Dilworth, Thomas, d. 1780.",1
"Turner, R. 1723 or 4-1791.",1
"Laurence, Edward, d. 1740?",2
"Hartson, Hall, d. 1773.",1
"Cradock, Joseph, 1742-1826.",1
"Darwin, Erasmus, 1731-1802.",2
