author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total
"Cox, Thomas, d. 1734.",Cox,Thomas,,,1734,,,,,,,7,0.000741368
"Mathias, Thomas James, 1754?-1835.",Mathias,Thomas James,, 1754?,1835,,,,,,,7,0.000741368
"Tasso, Torquato, 1544-1595.",Tasso,Torquato,,1544,1595,,,,,,,7,0.000741368
"Knox, Vicesimus, 1752-1821.",Knox,Vicesimus,,1752,1821,,,,,,,7,0.000741368
"Harte, Walter, 1709-1774.",Harte,Walter,,1709,1774,,,,,,,7,0.000741368
"Whiston, William, 1667-1752.",Whiston,William,,1667,1752,,,,,,,7,0.000741368
"Oldys, William, 1696-1761.",Oldys,William,,1696,1761,,,,,,,7,0.000741368
"Jackson, William, 1730-1803.",Jackson,William,,1730,1803,,,,,,,7,0.000741368
"Cowper, William, 1731-1800.",Cowper,William,,1731,1800,,,,,,,7,0.000741368
"Paley, William, 1743-1805.",Paley,William,,1743,1805,,,,,,,7,0.000741368
"Jones, William, Sir, 1746-1794.",Jones,William,,1746,1794,,,,,,,7,0.000741368
"Nicholson, William, 1753-1815.",Nicholson,William,,1753,1815,,,,,,,7,0.000741368
"Pliny, the Younger.",,Pliny the Younger,,,,,,,,,,7,0.000741368
"Saint-Evremond, 1613-1703.",,Saint-Evremond,,1613,1703,,,,,,,7,0.000741368
Callimachus.,,Callimachus,,,,,,,,,,7,0.000741368
Great Britain. Board of Agriculture.,Great Britain,Board of Agriculture,,,,,,,,,,7,0.000741368
Royal Irish Academy.,,Royal Irish Academy,,,,,,,,,,7,0.000741368
"Bertrand de Moleville, Antoine-FrancÌ§ois, marquis de, 1744-1818.",de Moleville,Antoine-François Bertrand,,1744,1818,,,,,,,6,0.000635459
"Montesquieu, Charles de Secondat, baron de, 1689-1755.",de Secondat,Charles,,1689,1755,,,,,,,6,0.000635459
"Tacitus, Cornelius.",Tacitus,Cornelius,,,,,,,,,,6,0.000635459
"Lysons, Daniel, 1762-1834.",Lysons,Daniel,,1762,1834,,,,,,,6,0.000635459
"Loch, David, d 1780.",Loch,David,,,1780,,,,,,,6,0.000635459
"Erasmus, Desiderius, d. 1536.",Erasmus,Desiderius,,,1536,,,,,,,6,0.000635459
"Samuel, E.",Samuel,E,,,,,,,,,,6,0.000635459
"Halley, Edmond, 1656-1742.",Halley,Edmond,,1656,1742,,,,,,,6,0.000635459
"Julian, Emperor of Rome, 331-363.",Julian,Emperor of Rome,,331,363,,,,,,,6,0.000635459
"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Fénelon,François,,1651,1715,,,,,,,6,0.000635459
"Horne, George, 1730-1792.",Horne,George,,1730,1792,,,,,,,6,0.000635459
"Staunton, George, Sir, 1737-1801.",Staunton,George,,1737,1801,,,,,,,6,0.000635459
"Tierney, George, 1761-1830.",Tierney,George,,1761,1830,,,,,,,6,0.000635459
"Sherwin, Henry.",Sherwin,Henry,,,,,,,,,,6,0.000635459
"Watts, Isaac, 1674-1748.",Watts,Isaac,,1674,1748,,,,,,,6,0.000635459
"Rowning, J. 1701?-1771.",Rowning,J,,1701?,1771,,,,,,,6,0.000635459
"Cazotte, Jacques, 1719-1792.",Cazotte,Jacques,,1719,1792,,,,,,,6,0.000635459
"Ferguson, James, 1710-1776.",Ferguson,James,,1710,1776,,,,,,,6,0.000635459
"Bruce, James, 1730-1794.",Bruce,James,,1730,1794,,,,,,,6,0.000635459
"Caldwell, James, Sir, d. 1784.",Caldwell,James,,,1784,,,,,,,6,0.000635459
"Campe, Joachim Heinrich, 1746-1818.",Campe,Joachim Heinrich,,1746,1818,,,,,,,6,0.000635459
"Harington, John, Sir, 1560-1612.",Harington,John,,1560,1612,,,,,,,6,0.000635459
"Buckingham, John Sheffield, Duke of, 1647-1721.",Sheffield,John,,1647,1721,,,,,,,6,0.000635459
"Hildrop, John, 1682-1756.",Hildrop,John,,1682,1756,,,,,,,6,0.000635459
"Bell, John, 1691-1780.",Bell,John,,1691,1780,,,,,,,6,0.000635459
"Armstrong, John, 1709-1779.",Armstrong,John,,1709,1779,,,,,,,6,0.000635459
"Dalrymple, John, Sir, 1726-1810.",Dalrymple,John,,1726,1810,,,,,,,6,0.000635459
"Duncombe, John, 1729-1786.",Duncombe,John,,1729,1786,,,,,,,6,0.000635459
"Gillies, John, 1747-1836.",Gillies,John,,1747,1836,,,,,,,6,0.000635459
"Spence, Joseph, 1699-1768.",Spence,Joseph,,1699,1768,,,,,,,6,0.000635459
"Berington, Joseph, 1746-1827.",Berington,Joseph,,1746,1827,,,,,,,6,0.000635459
"Campbell, Lawrence Dundas.",Campbell,Lawrence Dundas,,,,,,,,,,6,0.000635459
"Noble, Mark, 1754-1827.",Noble,Mark,,1754,1827,,,,,,,6,0.000635459
"Hale, Matthew, Sir, 1609-1676.",Hale,Matthew,,1609,1676,,,,,,,6,0.000635459
"Bennett, Mrs. d. 1808.",Bennett,,Mrs,,d. 1808.,,,,,,,6,0.000635459
"Bailey, Nathan, d. 1742.",Bailey,Nathan,,,1742,,,,,,,6,0.000635459
"Doddridge, Philip, 1702-1751.",Doddridge,Philip,,1702,1751,,,,,,,6,0.000635459
"Clement XIV, Pope, 1705-1774.",Clement XIV,Pope,,1705,1774,,,,,,,6,0.000635459
"Twiss, Richard 1747-1821.",Twiss,Richard,,1747,1821,,,,,,,6,0.000635459
"Cambridge, Richard Owen, 1717-1802.",Cambridge,Richard Owen,,1717,1802,,,,,,,6,0.000635459
"Parnell, Thomas, 1679-1718.",Parnell,Thomas,,1679,1718,,,,,,,6,0.000635459
"Davies, Thomas, 1713-1785.",Davies,Thomas,,1713,1785,,,,,,,6,0.000635459
"Francklin, Thomas, 1721-1784.",Francklin,Thomas,,1721,1784,,,,,,,6,0.000635459
"Pownall, Thomas, 1722-1805.",Pownall,Thomas,,1722,1805,,,,,,,6,0.000635459
"Pennant, Thomas, 1726-1798.",Pennant,Thomas,,1726,1798,,,,,,,6,0.000635459
"Nugent, Thomas, 1700?-1772.",Nugent,Thomas,, 1700?,1772,,,,,,,6,0.000635459
"Derham, W. 1657-1735.",Derham,W,,1657,1735,,,,,,,6,0.000635459
"Leybourn, William, 1626-1716.",Leybourn,William,,1626,1716,,,,,,,6,0.000635459
"Beveridge, William, 1637-1708.",Beveridge,William,,1637,1708,,,,,,,6,0.000635459
"King, William, 1650-1729.",King,William,,1650,1729,,,,,,,6,0.000635459
"Chambers, William, Sir, 1726-1796.",Chambers,William,,1726,1796,,,,,,,6,0.000635459
"Aiton, William, 1731-1793.",Aiton,William,,1731,1793,,,,,,,6,0.000635459
"Tooke, William, 1744-1820.",Tooke,William,,1744,1820,,,,,,,6,0.000635459
"Cowley, Mrs. (Hannah), 1743-1809.",Cowley,Hannah,Mrs,1743,1809,,,,,,,6,0.000635459
"Le Sage, Alain René, 1668-1747.",Le Sage,Alain René,,1668,1747,,,,,,,5,0.000529549
"Gerard, Alexander, 1728-1795.",Gerard,Alexander,,1728,1795,,,,,,,5,0.000529549
"Sidney, Algernon, 1622-1683.",Sidney,Algernon,,1622,1683,,,,,,,5,0.000529549
"Ramsay, Allan, 1686-1758.",Ramsay,Allan,,1686,1758,,,,,,,5,0.000529549
"Ulloa, Antonio de, 1716-1795.",Ulloa,Antonio de,,1716,1795,,,,,,,5,0.000529549
"Gellius, Aulus.",Gellius,Aulus,,,,,,,,,,5,0.000529549
"Porteus, Beilby, 1731-1809.",Porteus,Beilby,,1731,1809,,,,,,,5,0.000529549
"Mandeville, Bernard, 1670-1733.",Mandeville,Bernard,,1670,1733,,,,,,,5,0.000529549
"Gildon, Charles, 1665-1724.",Gildon,Charles,,1665,1724,,,,,,,5,0.000529549
"Morell, Charles, Sir, 1736-1765.",Morell,Charles,,1736,1765,,,,,,,5,0.000529549
"Dibdin, Charles, 1745-1814.",Dibdin,Charles,,1745,1814,,,,,,,5,0.000529549
"Wieland, Christoph Martin, 1733-1813.",Wieland,Christoph Martin,,1733,1813,,,,,,,5,0.000529549
"Pauw, Cornelius, 1739-1799.",Pauw,Cornelius,,1739,1799,,,,,,,5,0.000529549
"Paterson, Daniel, 1738-1825.",Paterson,Daniel,,1738,1825,,,,,,,5,0.000529549
"Levi, David, 1740-1799.",Levi,David,,1740,1799,,,,,,,5,0.000529549
"Buchan, David Stewart Erskine, Earl of, 1742-1829.",Erskine,David Stewart,,1742,1829,,,,,,,5,0.000529549
"Calamy, Edmund, 1671-1732.",Calamy,Edmund,,1671,1732,,,,,,,5,0.000529549
"Spenser, Edmund, 1552?-1599.",Spenser,Edmund,, 1552?,1599,,,,,,,5,0.000529549
"Long, Edward, 1734-1813.",Long,Edward,,1734,1813,,,,,,,5,0.000529549
"Hatton, Edward, b. 1664?",Hatton,Edward,,1664?,,,,,,,,5,0.000529549
"Montagu, Edward Wortley, 1713-1776.",Montagu,Edward Wortley,,1713,1776,,,,,,,5,0.000529549
"Rowe, Elizabeth Singer, 1674-1737.",Rowe,Elizabeth Singer,,1674,1737,,,,,,,5,0.000529549
"Irwin, Eyles, 1751?-1817.",Irwin,Eyles,, 1751?,1817,,,,,,,5,0.000529549
"Hare, Francis, 1671-1740.",Hare,Francis,,1671,1740,,,,,,,5,0.000529549
"Hopkinson, Francis, 1737-1791.",Hopkinson,Francis,,1737,1791,,,,,,,5,0.000529549
"Plowden, Francis, 1749-1829.",Plowden,Francis,,1749,1829,,,,,,,5,0.000529549
"Daniel, Gabriel, 1649-1728.",Daniel,Gabriel,,1649,1728,,,,,,,5,0.000529549
"Williams, Helen Maria, 1762-1827.",Williams,Helen Maria,,1762,1827,,,,,,,5,0.000529549
"Swinburne, Henry, 1743-1803.",Swinburne,Henry,,1743,1803,,,,,,,5,0.000529549
"Headley, Henry, 1765-1788.",Headley,Henry,,1765,1788,,,,,,,5,0.000529549
"Pye, Henry James, 1745-1813.",Pye,Henry James,,1745,1813,,,,,,,5,0.000529549
"Piozzi, Hester Lynch, 1741-1821.",Piozzi,Hester Lynch,,1741,1821,,,,,,,5,0.000529549
"Ditton, Humphry, 1675-1715.",Ditton,Humphry,,1675,1715,,,,,,,5,0.000529549
"Molière, 1622-1673.",,Molière,,1622,1673,,,,,,,5,0.000529549
"Harrington, James, 1611-1677.",Harrington,James,,1611,1677,,,,,,,5,0.000529549
"Donaldson, James, fl. 1794.",Donaldson,James,, fl. 1794.,,,,,,,,5,0.000529549
"Crichton-Stuart, James Frederick Dudley, 1824-1891.",Crichton-Stuart,James Frederick Dudley,,1824,1891,,,,,,,5,0.000529549
"Rousseau, Jean-Jacques, 1712-1778.",Rousseau,Jean-Jacques,,1712,1778,,,,,,,5,0.000529549
"Strype, John, 1643-1737.",Strype,John,,1643,1737,,,,,,,5,0.000529549
"Arbuthnot, John, 1667-1735.",Arbuthnot,John,,1667,1735,,,,,,,5,0.000529549
"Muller, John, 1699-1784.",Muller,John,,1699,1784,,,,,,,5,0.000529549
"Skinner, John, 1721-1807.",Skinner,John,,1721,1807,,,,,,,5,0.000529549
"Sheffield, John Holroyd, Earl of, 1735-1821.",Holroyd,John,,1735,1821,,,,,,,5,0.000529549
"Owen, John, 1766-1822.",Owen,John,,1766,1822,,,,,,,5,0.000529549
"Entick, John, 1703?-1773.",Entick,John,, 1703?,1773,,,,,,,5,0.000529549
"Hill, John, 1714?-1775.",Hill,John,, 1714?,1775,,,,,,,5,0.000529549
"Barbour, John, d. 1395.",Barbour,John,,,1395,,,,,,,5,0.000529549
"Mills, John, d. 1784?",Mills,John,,,1784?,,,,,,,5,0.000529549
"Tooke, John Horne, 1736-1812.",Tooke,John Horne,,1736,1812,,,,,,,5,0.000529549
"Wynne, John Huddlestone, 1743-1788.",Wynne,John Huddlestone,,1743,1788,,,,,,,5,0.000529549
"Dillon, John Talbot, Sir, 1734-1806.",Dillon,John Talbot,,1734,1806,,,,,,,5,0.000529549
"Keys, John.",Keys,John,,,,,,,,,,5,0.000529549
"Edwards, Jonathan, 1703-1758.",Edwards,Jonathan,,1703,1758,,,,,,,5,0.000529549
"Trapp, Joseph, 1679-1747.",Trapp,Joseph,,1679,1747,,,,,,,5,0.000529549
"Towers, Joseph, 1737-1799.",Towers,Joseph,,1737,1799,,,,,,,5,0.000529549
"Richardson, Joseph, 1755-1803.",Richardson,Joseph,,1755,1803,,,,,,,5,0.000529549
"Ariosto, Lodovico, 1474-1533.",Ariosto,Lodovico,,1474,1533,,,,,,,5,0.000529549
"Akenside, Mark, 1721-1770.",Akenside,Mark,,1721,1770,,,,,,,5,0.000529549
"Destouches, Néricault, 1680-1754.",Destouches,Néricault,,1680,1754,,,,,,,5,0.000529549
"Mallet, Paul Henri, 1730-1807.",Mallet,Paul Henri,,1730,1807,,,,,,,5,0.000529549
"Thicknesse, Philip, 1719-1792.",Thicknesse,Philip,,1719,1792,,,,,,,5,0.000529549
"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.",Stanhope,Philip Dormer,,1694,1773,,,,,,,5,0.000529549
"Marivaux, Pierre Carlet de Chamblain de, 1688-1763.",Marivaux,Pierre Carlet de Chamblain de,,1688,1763,,,,,,,5,0.000529549
"Allestree, Richard, 1619-1681.",Allestree,Richard,,1619,1681,,,,,,,5,0.000529549
"Burn, Richard, 1709-1785.",Burn,Richard,,1709,1785,,,,,,,5,0.000529549
"Hill, Richard, Sir, 1733-1808.",Hill,Richard,,1733,1808,,,,,,,5,0.000529549
"Tickell, Richard, 1751-1793.",Tickell,Richard,,1751,1793,,,,,,,5,0.000529549
"Polwhele, Richard, 1760-1838.",Polwhele,Richard,,1760,1838,,,,,,,5,0.000529549
"Savage, Richard, d. 1743.",Savage,Richard,,,1743,,,,,,,5,0.000529549
"Sulivan, Richard Joseph, Sir, 1752-1806.",Sulivan,Richard Joseph,,1752,1806,,,,,,,5,0.000529549
"Chandler, Samuel, 1693-1766.",Chandler,Samuel,,1693,1766,,,,,,,5,0.000529549
"Ockley, Simon, 1678-1720.",Ockley,Simon,,1678,1720,,,,,,,5,0.000529549
"Whatley, Stephen, fl. 1712-1741.",Whatley,Stephen,, fl. 1712,1741,,,,,,,5,0.000529549
"Wilson, Thomas, 1663-1755.",Wilson,Thomas,,1663,1755,,,,,,,5,0.000529549
"Brett, Thomas, 1667-1744.",Brett,Thomas,,1667,1744,,,,,,,5,0.000529549
"Amory, Thomas, 1691?-1788?",Amory,Thomas,, 1691?,1788?,,,,,,,5,0.000529549
"Kennett, White, 1660-1728.",Kennett,White,,1660,1728,,,,,,,5,0.000529549
"Clagett, William, 1646-1688.",Clagett,William,,1646,1688,,,,,,,5,0.000529549
"Gordon, William, 1728-1807.",Gordon,William,,1728,1807,,,,,,,5,0.000529549
"Enfield, William, 1741-1797.",Enfield,William,,1741,1797,,,,,,,5,0.000529549
"Frend, William, 1757-1841.",Frend,William,,1757,1841,,,,,,,5,0.000529549
"Playfair, William, 1759-1823.",Playfair,William,,1759,1823,,,,,,,5,0.000529549
"Francklin, William, 1763-1839.",Francklin,William,,1763,1839,,,,,,,5,0.000529549
"Jones , William , Sir, 1746-1794.",Jones,William,,1746,1794,,,,,,,5,0.000529549
"Mickle, William Julius, 1735-1788.",Mickle,William Julius,,1735,1788,,,,,,,5,0.000529549
"Boutcher, William.",Boutcher,William,,,,,,,,,,5,0.000529549
Académie des sciences (France),France,Académie des sciences,,,,,,,,,,5,0.000529549
Aristotle.,,Aristotle,,,,,,,,,,5,0.000529549
"Ovid, 43 B.C.-17 or 18 A.D.",,Ovid,, 43 B.C.,17 or 18 A.D.,,,,,,,5,0.000529549
Demosthenes.,,Demosthenes,,,,,,,,,,5,0.000529549
Plato.,,Plato,,,,,,,,,,5,0.000529549
Scotland. Court of Session.,Scotland,Court of Session,,,,,,,,,,5,0.000529549
"Prévost, Abbé, 1697-1763.",Prévost,Abbé,,1697,1763,,,,,,,4,0.000423639
"Ferguson, Adam, 1723-1816.",Ferguson,Adam,,1723,1816,,,,,,,4,0.000423639
"Philips, Ambrose, 1674-1749.",Philips,Ambrose,,1674,1749,,,,,,,4,0.000423639
"Stuart, Andrew, 1725-1801.",Stuart,Andrew,,1725,1801,,,,,,,4,0.000423639
"Pasquin, Anthony, 1761-1818.",Pasquin,Anthony,,1761,1818,,,,,,,4,0.000423639
"Collins, Arthur, 1682?-1760.",Collins,Arthur,, 1682?,1760,,,,,,,4,0.000423639
"Kotzebue, August von, 1761-1819.",Kotzebue,August von,,1761,1819,,,,,,,4,0.000423639
"Münter, Balthasar, 1735-1793.",Münter,Balthasar,,1735,1793,,,,,,,4,0.000423639
"Victor, Benjamin, d. 1778.",Victor,Benjamin,,,1778,,,,,,,4,0.000423639
"Nieuwentijt, Bernard, 1654-1718.",Nieuwentijt,Bernard,,1654,1718,,,,,,,4,0.000423639
"Higgons, Bevil, 1670-1735.",Higgons,Bevil,,1670,1735,,,,,,,4,0.000423639
"Whitlocke, Bulstrode, 1605-1675 or 6.",Whitlocke,Bulstrode,,1605,1675 or 6.,,,,,,,4,0.000423639
"Mathews, Charles, Mrs., d. 1802.",Mathews,Charles,Mrs,,1802,,,,,,,4,0.000423639
"Reeve, Clara, 1729-1807.",Reeve,Clara,,1729,1807,,,,,,,4,0.000423639
"Lancelot, Claude, 1615?-1695.",Lancelot,Claude,, 1615?,1695,,,,,,,4,0.000423639
"Fenning, Daniel.",Fenning,Daniel,,,,,,,,,,4,0.000423639
"Gregory, David, 1659-1708.",Gregory,David,,1659,1708,,,,,,,4,0.000423639
"Coke, Edward, Sir, 1552-1634.",Coke,Edward,,1552,1634,,,,,,,4,0.000423639
"Clarendon, Edward Hyde, Earl of, 1609-1674.",Hyde,Edward,,1609,1674,,,,,,,4,0.000423639
"Stillingfleet, Edward, 1635-1699.",Stillingfleet,Edward,,1635,1699,,,,,,,4,0.000423639
"Wells, Edward, 1667-1727.",Wells,Edward,,1667,1727,,,,,,,4,0.000423639
"Ashmole, Elias, 1617-1692.",Ashmole,Elias,,1617,1692,,,,,,,4,0.000423639
"Marcus Aurelius, Emperor of Rome, 121-180.",Marcus Aurelius,Emperor of Rome,,121,180,,,,,,,4,0.000423639
"Marigny, François Augier de, -1762.",Marigny,François Augier de,,,1762,,,,,,,4,0.000423639
"Lavington, George, 1684?-1762.",Lavington,George,, 1684?,1762,,,,,,,4,0.000423639
"Canning, George, d. 1771.",Canning,George,,,1771,,,,,,,4,0.000423639
"Buffon, Georges Louis Leclerc, comte de, 1707-1788.",Leclerc,Georges-Louis,,1707,1788,,,,,,,4,0.000423639
"Uztáriz, Gerónimo de, 1670-1732.",Uztáriz,Gerónimo de,,1670,1732,,,,,,,4,0.000423639
"Jacob, Giles, 1686-1744.",Jacob,Giles,,1686,1744,,,,,,,4,0.000423639
"More, Hannah, 1745-1833.",More,Hannah,,1745,1833,,,,,,,4,0.000423639
"Arlington, Henry Bennet, Earl of, 1618-1685.",Bennet,Henry,,1618,1685,,,,,,,4,0.000423639
"Brooke, Henry, 1703?-1783.",Brooke,Henry,, 1703?,1783,,,,,,,4,0.000423639
"Kelly, Hugh, 1739-1777.",Kelly,Hugh,,1739,1777,,,,,,,4,0.000423639
"Browne, Isaac Hawkins, 1705-1760.",Browne,Isaac Hawkins,,1705,1760,,,,,,,4,0.000423639
"Robertson, J. 1712-1776.",Robertson,J,,1712,1776,,,,,,,4,0.000423639
"Holwell, J. Z. 1711-1798.",Holwell,J Z,,1711,1798,,,,,,,4,0.000423639
"Du Halde, J.-B. 1674-1743.",Du Halde,J-B,,1674,1743,,,,,,,4,0.000423639
"Barwis, Jackson.",Barwis,Jackson,,,,,,,,,,4,0.000423639
"Rohault, Jacques, 1618-1672.",Rohault,Jacques,,1618,1672,,,,,,,4,0.000423639
"Bielfeld, Jakob Friedrich, Freiherr von, 1717-1770.",von Bielfeld,Jakob Friedrich,,1717,1770,,,,,,,4,0.000423639
"Foster, James, 1697-1753.",Foster,James,,1697,1753,,,,,,,4,0.000423639
"Howell, James, 1594?-1666.",Howell,James,, 1594?,1666,,,,,,,4,0.000423639
"Wilkinson, James, d.1736.",Wilkinson,James,,,1736,,,,,,,4,0.000423639
"Ralph, James, d. 1762.",Ralph,James,,,1762,,,,,,,4,0.000423639
"Kirkman, James Thomas.",Kirkman,James Thomas,,,,,,,,,,4,0.000423639
"Anville, Jean Baptiste Bourguignon d', 1697-1782.",Anville,Jean Baptiste Bourguignon d',,1697,1782,,,,,,,4,0.000423639
"Lolme, Jean Louis de, 1740-1806.",Lolme,Jean Louis de,,1740,1806,,,,,,,4,0.000423639
"Guyon, Jeanne Marie Bouvier de La Motte, 1648-1717.",Guyon,Jeanne Marie Bouvier de La Motte,,1648,1717,,,,,,,4,0.000423639
"Jones, Jeremiah, 1693-1724.",Jones,Jeremiah,,1693,1724,,,,,,,4,0.000423639
"Seed, Jeremiah, 1700-1747.",Seed,Jeremiah,,1700,1747,,,,,,,4,0.000423639
"Collier, Jeremy, 1650-1726.",Collier,Jeremy,,1650,1726,,,,,,,4,0.000423639
"Lavater, Johann Caspar, 1741-1801.",Lavater,Johann Caspar,,1741,1801,,,,,,,4,0.000423639
"Davies, John, Sir, 1569-1626.",Davies,John,,1569,1626,,,,,,,4,0.000423639
"Pearson, John, 1613-1686.",Pearson,John,,1613,1686,,,,,,,4,0.000423639
"Ray, John, 1627-1705.",Ray,John,,1627,1705,,,,,,,4,0.000423639
"Thorley, John, 1671-1759.",Thorley,John,,1671,1759,,,,,,,4,0.000423639
"Philips, John, 1676-1709.",Philips,John,,1676,1709,,,,,,,4,0.000423639
"Leland, John, 1691-1766.",Leland,John,,1691,1766,,,,,,,4,0.000423639
"Martyn, John, 1699-1768.",Martyn,John,,1699,1768,,,,,,,4,0.000423639
"Griffith, John, 1713-1776.",Griffith,John,,1713,1776,,,,,,,4,0.000423639
"Millar, John, 1735-1801.",Millar,John,,1735,1801,,,,,,,4,0.000423639
"Courtenay, John, 1738-1816.",Courtenay,John,,1738,1816,,,,,,,4,0.000423639
"Smith, John, 1747-1807.",Smith,John,,1747,1807,,,,,,,4,0.000423639
"Stockdale, John, 1749?-1814.",Stockdale,John,, 1749?,1814,,,,,,,4,0.000423639
"Curry, John, d. 1780.",Curry,John,,,1780,,,,,,,4,0.000423639
"Molesworth, John",Molesworth,John,,,,,,,,,,4,0.000423639
"Cooper, John Gilbert, 1723-1769.",Cooper,John Gilbert,,1723,1769,,,,,,,4,0.000423639
"Grose, John Henry, fl 1750-1783.",Grose,John Henry,, fl 1750,1783,,,,,,,4,0.000423639
"Hill, John.",Hill,John,,,,,,,,,,4,0.000423639
"Mordant, John.",Mordant,John,,,,,,,,,,4,0.000423639
"Butler, Joseph, 1692-1752.",Butler,Joseph,,1692,1752,,,,,,,4,0.000423639
"Price, Joseph, b. ca. 1749.",Price,Joseph,,ca. 1749.,,,,,,,,4,0.000423639
"Fenn, Joseph.",Fenn,Joseph,,,,,,,,,,4,0.000423639
"Echard, Laurence, 1670?-1730.",Echard,Laurence,, 1670?,1730,,,,,,,4,0.000423639
"Savary, M. 1750-1788.",Savary,M,,1750,1788,,,,,,,4,0.000423639
"Meeke, Mary, d. 1818.",Meeke,Mary,,,1818,,,,,,,4,0.000423639
"Tindal, Matthew, 1653?-1733.",Tindal,Matthew,, 1653?,1733,,,,,,,4,0.000423639
"Geddes, Michael, 1650?-1713.",Geddes,Michael,, 1650?,1713,,,,,,,4,0.000423639
"West, Mrs. 1758-1852.",West,,Mrs,1758,1852,,,,,,,4,0.000423639
"Ibn á¹¬ufayl, Muá¸¥ammad ibn Ê»Abd al-Malik, d. 1185.",Ibn Ṭufayl,Muḥammad ibn ʻAbd al-Malik,,,1185,,,,,,,4,0.000423639
"Cotton, Nathaniel, 1705-1788.",Cotton,Nathaniel,,1705,1788,,,,,,,4,0.000423639
"Holbach, Paul Henri Thiry, baron d', 1723-1789.",Thiry,Paul-Henri,,1723,1789,,,,,,,4,0.000423639
"Miller, Philip, 1691-1771.",Miller,Philip,,1691,1771,,,,,,,4,0.000423639
"Wharton, Philip Wharton, Duke of, 1698-1731.",Wharton,Philip,,1698,1731,,,,,,,4,0.000423639
"Hardwicke, Philip Yorke, Earl of, 1720-1790.",Yorke,Philip,,1720,1790,,,,,,,4,0.000423639
"Francis, Philip, Sir, 1740-1818.",Francis,Philip,,1740,1818,,,,,,,4,0.000423639
"Ward, R. Plumer 1765-1846.",Ward,R Plumer,,1765,1846,,,,,,,4,0.000423639
"Broome, Ralph, d. 1805.",Broome,Ralph,,,1805,,,,,,,4,0.000423639
"Bentley, Richard, 1662-1742.",Bentley,Richard,,1662,1742,,,,,,,4,0.000423639
"Bradley, Richard, 1688-1732.",Bradley,Richard,,1688,1732,,,,,,,4,0.000423639
"Wooddeson, Richard, 1745-1822.",Wooddeson,Richard,,1745,1822,,,,,,,4,0.000423639
"Warner, Richard, 1763-1857.",Warner,Richard,,1763,1857,,,,,,,4,0.000423639
"Head, Richard, 1637?-1686?",Head,Richard,, 1637?,1686?,,,,,,,4,0.000423639
"Russell, Richard, 1700?-1771.",Russell,Richard,, 1700?,1771,,,,,,,4,0.000423639
"Baron, Richard d. 1766,",Baron,Richard,,,d. 1766,,,,,,,4,0.000423639
"Hayes, Richard.",Hayes,Richard,,,,,,,,,,4,0.000423639
"Simson, Robert, 1687-1768.",Simson,Robert,,1687,1768,,,,,,,4,0.000423639
"Lowth, Robert, 1710-1787.",Lowth,Robert,,1710,1787,,,,,,,4,0.000423639
"Clive, Robert Clive, Baron, 1725-1774.",Clive,Robert,,1725,1774,,,,,,,4,0.000423639
"Nares, Robert, 1753-1829.",Nares,Robert,,1753,1829,,,,,,,4,0.000423639
"Boyd, Robert.",Boyd,Robert,,,,,,,,,,4,0.000423639
"O'Flaherty, Roderic, 1629-1718.",O'Flaherty,Roderic,,1629,1718,,,,,,,4,0.000423639
"W., S.",W,S,,,,,,,,,,4,0.000423639
"Gessner, Salomon, 1730-1788.",Gessner,Salomon,,1730,1788,,,,,,,4,0.000423639
"Annesley, Samuel, 1620?-1696.",Annesley,Samuel,, 1620?,1696,,,,,,,4,0.000423639
"Grubb, Sarah Tuke, 1756-1790.",Grubb,Sarah Tuke,,1756,1790,,,,,,,4,0.000423639
"Weston, Stephen, 1747-1830.",Weston,Stephen,,1747,1830,,,,,,,4,0.000423639
"Kyd, Stewart, d. 1811.",Kyd,Stewart,,,1811,,,,,,,4,0.000423639
"Ken, Thomas, 1637-1711.",Ken,Thomas,,1637,1711,,,,,,,4,0.000423639
"Blackwell, Thomas, 1701-1757.",Blackwell,Thomas,,1701,1757,,,,,,,4,0.000423639
"Harmer, Thomas, 1714-1788.",Harmer,Thomas,,1714,1788,,,,,,,4,0.000423639
"Blacklock, Thomas, 1721-1791.",Blacklock,Thomas,,1721,1791,,,,,,,4,0.000423639
"Wharton, Thomas, 1728-1790.",Wharton,Thomas,,1728,1790,,,,,,,4,0.000423639
"Cavallo, Tiberius, 1749-1809.",Cavallo,Tiberius,,1749,1809,,,,,,,4,0.000423639
"Lucretius Carus, Titus.",Lucretius Carus,Titus,,,,,,,,,,4,0.000423639
"Massey, W. 1691-1764?",Massey,W,,1691,1764?,,,,,,,4,0.000423639
"Kenrick, W. 1725?-1779.",Kenrick,W,,1725?,1779,,,,,,,4,0.000423639
"Goodall, Walter, 1706?-1766.",Goodall,Walter,, 1706?,1766,,,,,,,4,0.000423639
"Copinger, Walter Arthur, 1847-1910.",Copinger,Walter Arthur,,1847,1910,,,,,,,4,0.000423639
"Temple, William, Sir, 1628-1699.",Temple,William,,1628,1699,,,,,,,4,0.000423639
"Wotton, William, 1666-1727.",Wotton,William,,1666,1727,,,,,,,4,0.000423639
"Reeves, William, 1667-1726.",Reeves,William,,1667,1726,,,,,,,4,0.000423639
