author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,
"Conscience, Hendrik",Conscience,Hendrik,,1812,1883,21,0.000347383,
"Longfellow, Henry Wadsworth",Longfellow,Henry Wadsworth,,1807,1882,21,0.000347383,
"Ritchie, J. Ewing (James Ewing)",Ritchie,J. Ewing (James Ewing),,1820,1898,21,0.000347383,
"Wassermann, Jakob",Wassermann,Jakob,,1873,1934,21,0.000347383,
"Rousseau, Jean-Jacques",Rousseau,Jean-Jacques,,1712,1778,21,0.000347383,
"Dryden, John",Dryden,John,,1631,1700,21,0.000347383,
"Cawein, Madison Julius",Cawein,Madison Julius,,1865,1914,21,0.000347383,
"Wade, Mary Hazelton Blanchard",Wade,Mary Hazelton Blanchard,,1860,1936,21,0.000347383,
"Holmes, Mary Jane",Holmes,Mary Jane,,1825,1907,21,0.000347383,
"Herford, Oliver",Herford,Oliver,,1863,1935,21,0.000347383,
"Marsh, Richard",Marsh,Richard,,1857,1915,21,0.000347383,
"Butler, Samuel",Butler,Samuel,,1835,1902,21,0.000347383,
"Roosevelt, Theodore",Roosevelt,Theodore,,1858,1919,21,0.000347383,
"De Quincey, Thomas",De Quincey,Thomas,,1785,1859,21,0.000347383,
"Carleton, William",Carleton,William,,1794,1869,21,0.000347383,
"Black, William",Black,William,,1841,1898,21,0.000347383,
"Ainsworth, William Harrison",Ainsworth,William Harrison,,1805,1882,21,0.000347383,
United States. Central Intelligence Agency,United States.,Central Intelligence Agency,,no_birthdate,no_deathdate,21,0.000347383,
"Maclaren, Alexander",Maclaren,Alexander,,1826,1910,20,0.000330841,
"Douglas, Amanda M.",Douglas,Amanda M.,,1831,1916,20,0.000330841,
"Besant, Annie",Besant,Annie,,1847,1933,20,0.000330841,
"Schopenhauer, Arthur",Schopenhauer,Arthur,,1788,1860,20,0.000330841,
"Steel, Flora Annie Webster",Steel,Flora Annie Webster,,1847,1929,20,0.000330841,
"Baker, George M. (George Melville)",Baker,George M. (George Melville),,1832,1890,20,0.000330841,
"Masefield, John",Masefield,John,,1878,1967,20,0.000330841,
"Rizal, José",Rizal,José,,1861,1896,20,0.000330841,
"Ewing, Juliana Horatia Gatty",Ewing,Juliana Horatia Gatty,,1841,1885,20,0.000330841,
"Krohn, Julius",Krohn,Julius,,1835,1888,20,0.000330841,
"Leslie, Madeline",Leslie,Madeline,,1815,1893,20,0.000330841,
"Catherwood, Mary Hartwell",Catherwood,Mary Hartwell,,1847,1902,20,0.000330841,
"Ballou, Maturin M. (Maturin Murray)",Ballou,Maturin M. (Maturin Murray),,1820,1895,20,0.000330841,
"Gourmont, Remy de",Gourmont,Remy de,,1858,1915,20,0.000330841,
"Jefferies, Richard",Jefferies,Richard,,1848,1887,20,0.000330841,
"Sheckley, Robert",Sheckley,Robert,,1928,2005,20,0.000330841,
"Crockett, S. R. (Samuel Rutherford)",Crockett,S. R. (Samuel Rutherford),,1860,1914,20,0.000330841,
"Jefferson, Thomas",Jefferson,Thomas,,1743,1826,20,0.000330841,
"Honig, Winfried",Honig,Winfried,,no_birthdate,no_deathdate,20,0.000330841,
Stendhal,,Stendhal,,1783,1842,20,0.000330841,
Xenophon,,Xenophon,,431 BC,355 BC,20,0.000330841,
"Pimentel, Alberto",Pimentel,Alberto,,1849,1925,19,0.000314299,
"Disraeli, Benjamin, Earl of Beaconsfield",Disraeli,Benjamin,,1804,1881,19,0.000314299,
"Werner, E.",Werner,E.,,1838,1918,19,0.000314299,
"Hoffmann, E. T. A. (Ernst Theodor Amadeus)",Hoffmann,E. T. A. (Ernst Theodor Amadeus),,1776,1822,19,0.000314299,
"Roe, Edward Payson",Roe,Edward Payson,,1838,1888,19,0.000314299,
"Glyn, Elinor",Glyn,Elinor,,1864,1943,19,0.000314299,
"Everett-Green, Evelyn",Everett-Green,Evelyn,,1856,1932,19,0.000314299,
"Webster, Frank V.",Webster,Frank V.,,no_birthdate,no_deathdate,19,0.000314299,
"Eggleston, George Cary",Eggleston,George Cary,,1839,1911,19,0.000314299,
"Sudermann, Hermann",Sudermann,Hermann,,1857,1928,19,0.000314299,
"Walpole, Horace",Walpole,Horace,,1717,1797,19,0.000314299,
"Walpole, Hugh",Walpole,Hugh,,1884,1941,19,0.000314299,
"Bacheller, Irving",Bacheller,Irving,,1859,1950,19,0.000314299,
"Frazer, James George",Frazer,James George,,1854,1941,19,0.000314299,
"Bunyan, John",Bunyan,John,,1628,1688,19,0.000314299,
"Lord, John",Lord,John,,1810,1894,19,0.000314299,
"Fiske, John",Fiske,John,,1842,1901,19,0.000314299,
"Dewey, John",Dewey,John,,1859,1952,19,0.000314299,
"Lincoln, Joseph Crosby",Lincoln,Joseph Crosby,,1870,1944,19,0.000314299,
"Hamsun, Knut",Hamsun,Knut,,1859,1952,19,0.000314299,
"Johnston, Mary",Johnston,Mary,,1870,1936,19,0.000314299,
"Miller, Alex. McVeigh, Mrs.",McVeigh Miller,Alex,Mrs,1850,1937,19,0.000314299,
"Henry, O.",Henry,O.,,1862,1910,19,0.000314299,
"Crane, Stephen",Crane,Stephen,,1871,1900,19,0.000314299,
"Aldrich, Thomas Bailey",Aldrich,Thomas Bailey,,1836,1907,19,0.000314299,
"Hudson, W. H. (William Henry)",Hudson,W. H. (William Henry),,1841,1922,19,0.000314299,
"Hauff, Wilhelm",Hauff,Wilhelm,,1802,1827,19,0.000314299,
"Atkinson, William Walker",Atkinson,William Walker,,1862,1932,19,0.000314299,
Erckmann-Chatrian,,Erckmann-Chatrian,,no_birthdate,no_deathdate,19,0.000314299,
"Pushkin, Aleksandr Sergeevich",Pushkin,Aleksandr Sergeevich,,1799,1837,18,0.000297757,
"Tennyson, Alfred Tennyson, Baron",Tennyson,Alfred,,1809,1892,18,0.000297757,
"Benson, Arthur Christopher",Benson,Arthur Christopher,,1862,1925,18,0.000297757,
"Franklin, Benjamin",Franklin,Benjamin,,1706,1790,18,0.000297757,
"Stevenson, Burton Egbert",Stevenson,Burton Egbert,,1872,1962,18,0.000297757,
"Morris, Charles",Morris,Charles,,1833,1922,18,0.000297757,
"Hayes, Clair W. (Clair Wallace)",Hayes,Clair W. (Clair Wallace),,1887,no_deathdate,18,0.000297757,
"Field, Eugene",Field,Eugene,,1850,1895,18,0.000297757,
"Anstey, F.",Anstey,F.,,1856,1934,18,0.000297757,
"Brereton, F. S. (Frederick Sadleir)",Brereton,F. S. (Frederick Sadleir),,1872,no_deathdate,18,0.000297757,
"Mitton, G. E. (Geraldine Edith)",Mitton,G. E. (Geraldine Edith),,1868,1955,18,0.000297757,
"Moore, George",Moore,George,,1852,1933,18,0.000297757,
"Thoreau, Henry David",Thoreau,Henry David,,1817,1862,18,0.000297757,
"De Mille, James",De Mille,James,,1833,1880,18,0.000297757,
"Harris, Joel Chandler",Harris,Joel Chandler,,1848,1908,18,0.000297757,
"Ashton, John",Ashton,John,,1834,1911,18,0.000297757,
"Lie, Jonas",Lie,Jonas,,1833,1908,18,0.000297757,
"Munroe, Kirk",Munroe,Kirk,,1850,1930,18,0.000297757,
"Roy, Lillian Elizabeth",Roy,Lillian Elizabeth,,1868,1932,18,0.000297757,
"Saint-Simon, Louis de Rouvroy, duc de",Saint-Simon,Louis de Rouvroy,,1675,1755,18,0.000297757,
"Hakluyt, Richard",Hakluyt,Richard,,no_birthdate,1616,18,0.000297757,
"Burton, Richard Francis, Sir",Burton,Richard Francis,,1821,1890,18,0.000297757,
"Cullum, Ridgwell",Cullum,Ridgwell,,1867,1943,18,0.000297757,
"Kerr, Robert",Kerr,Robert,,1755,1813,18,0.000297757,
"Shaler, Robert",Shaler,Robert,,no_birthdate,no_deathdate,18,0.000297757,
"Rohmer, Sax",Rohmer,Sax,,1883,1959,18,0.000297757,
"Russell, William Clark",Russell,William Clark,,1844,1911,18,0.000297757,
Duchess,,Duchess,,no_birthdate,1897,18,0.000297757,
"Lewis, Alfred Henry",Lewis,Alfred Henry,,1857,1914,17,0.000281215,
"Hulbert, Archer Butler",Hulbert,Archer Butler,,1873,1933,17,0.000281215,
"Fontenay, Charles L.",Fontenay,Charles L.,,1917,2007,17,0.000281215,
"Buysse, Cyriel",Buysse,Cyriel,,1859,1932,17,0.000281215,
"Erasmus, Desiderius",Erasmus,Desiderius,,1469,1536,17,0.000281215,
"Craik, Dinah Maria Mulock",Craik,Dinah Maria Mulock,,1826,1887,17,0.000281215,
"Wallace, Edgar",Wallace,Edgar,,1875,1932,17,0.000281215,
"Shoghi, Effendi",Shoghi,Effendi,,1897,1957,17,0.000281215,
"Haeckel, Ernst",Haeckel,Ernst,,1834,1919,17,0.000281215,
"Dell, Ethel M. (Ethel May)",Dell,Ethel M. (Ethel May),,1881,1939,17,0.000281215,
"Raymond, Evelyn",Raymond,Evelyn,,1843,1910,17,0.000281215,
"Smith, Evelyn E.",Smith,Evelyn E.,,1922,2000,17,0.000281215,
"Lynde, Francis",Lynde,Francis,,1856,1930,17,0.000281215,
"Ralphson, G. Harvey (George Harvey)",Ralphson,G. Harvey (George Harvey),,1879,1940,17,0.000281215,
"Grote, George",Grote,George,,1794,1871,17,0.000281215,
"Boothby, Guy",Boothby,Guy,,1867,1905,17,0.000281215,
"Thorne, Guy",Thorne,Guy,,1875,1923,17,0.000281215,
"Martineau, Harriet",Martineau,Harriet,,1802,1876,17,0.000281215,
"Hesse, Hermann",Hesse,Hermann,,1877,1962,17,0.000281215,
"Maclaren, Ian",Maclaren,Ian,,1850,1907,17,0.000281215,
"Webster, Jean",Webster,Jean,,1876,1916,17,0.000281215,
"McElroy, John",McElroy,John,,1846,1929,17,0.000281215,
"Buchan, John",Buchan,John,,1875,1940,17,0.000281215,
"Symonds, John Addington",Symonds,John Addington,,1840,1893,17,0.000281215,
"Hutcheson, John C. (John Conroy)",Hutcheson,John C. (John Conroy),,no_birthdate,no_deathdate,17,0.000281215,
"Mill, John Stuart",Mill,John Stuart,,1806,1873,17,0.000281215,
"Wilkuna, Kyösti",Wilkuna,Kyösti,,1879,1922,17,0.000281215,
"Chadwick, Lester",Chadwick,Lester,,1873,1962,17,0.000281215,
"Dunsany, Lord",Dunsany,Lord,,1878,1957,17,0.000281215,
"Bourrienne, Louis Antoine Fauvelet de",Bourrienne,Louis Antoine Fauvelet de,,1769,1834,17,0.000281215,
"Mansfield, M. F. (Milburg Francisco)",Mansfield,M. F. (Milburg Francisco),,1871,no_deathdate,17,0.000281215,
"Serao, Matilde",Serao,Matilde,,1856,1927,17,0.000281215,
"Feuillet, Octave",Feuillet,Octave,,1821,1890,17,0.000281215,
"Beach, Rex",Beach,Rex,,1877,1949,17,0.000281215,
"Le Gallienne, Richard",Le Gallienne,Richard,,1866,1947,17,0.000281215,
"Rockwood, Roy",Rockwood,Roy,,no_birthdate,no_deathdate,17,0.000281215,
"Leacock, Stephen",Leacock,Stephen,,1869,1944,17,0.000281215,
"Coolidge, Susan",Coolidge,Susan,,1835,1905,17,0.000281215,
Aristophanes,,Aristophanes,,450 BC,388 BC,17,0.000281215,
"Wallace, Alfred Russel",Wallace,Alfred Russel,,1823,1913,16,0.000264673,
"Norton, Andre",Norton,Andre,,1912,2005,16,0.000264673,
"Quental, Antero de",Quental,Antero de,,1842,1891,16,0.000264673,
"Reeve, Arthur B. (Arthur Benjamin)",Reeve,Arthur B. (Arthur Benjamin),,1880,1936,16,0.000264673,
"Roberts, B. H. (Brigham Henry)",Roberts,B. H. (Brigham Henry),,1857,1933,16,0.000264673,
"Walton, Bryce",Walton,Bryce,,1918,1988,16,0.000264673,
"Reade, Charles",Reade,Charles,,1814,1884,16,0.000264673,
"Dawson, Coningsby",Dawson,Coningsby,,1883,1959,16,0.000264673,
"Hume, David",Hume,David,,1711,1776,16,0.000264673,
"Burke, Edmund",Burke,Edmund,,1729,1797,16,0.000264673,
"Lönnrot, Elias",Lönnrot,Elias,,1802,1884,16,0.000264673,
"Phelps, Elizabeth Stuart",Phelps,Elizabeth Stuart,,1844,1911,16,0.000264673,
"Viollet-le-Duc, Eugène-Emmanuel",Viollet-le-Duc,Eugène-Emmanuel,,1814,1879,16,0.000264673,
"Burney, Fanny",Burney,Fanny,,1752,1840,16,0.000264673,
"Parkman, Francis",Parkman,Francis,,1823,1893,16,0.000264673,
"Grillparzer, Franz",Grillparzer,Franz,,1791,1872,16,0.000264673,
"Stratton-Porter, Gene",Stratton-Porter,Gene,,1863,1924,16,0.000264673,
"Gibbs, George",Gibbs,George,,1870,1942,16,0.000264673,
"Hill, Grace Livingston",Hill,Grace Livingston,,1865,1947,16,0.000264673,
"Fyfe, H. B. (Horace Bowne)",Fyfe,H. B. (Horace Bowne),,1918,1997,16,0.000264673,
"Heine, Heinrich",Heine,Heinrich,,1797,1856,16,0.000264673,
"Fielding, Henry",Fielding,Henry,,1707,1754,16,0.000264673,
"Merriman, Henry Seton",Merriman,Henry Seton,,1862,1903,16,0.000264673,
"Taine, Hippolyte",Taine,Hippolyte,,1828,1893,16,0.000264673,
"Zangwill, Israel",Zangwill,Israel,,1864,1926,16,0.000264673,
"Runeberg, Johan Ludvig",Runeberg,Johan Ludvig,,1804,1877,16,0.000264673,
"Valera, Juan",Valera,Juan,,1824,1905,16,0.000264673,
"Goncourt, Jules de",Goncourt,Jules de,,1830,1870,16,0.000264673,
"Edschmid, Kasimir",Edschmid,Kasimir,,1890,1966,16,0.000264673,
"Guiney, Louise Imogen",Guiney,Louise Imogen,,1861,1920,16,0.000264673,
"Holberg, Ludvig",Holberg,Ludvig,,1684,1754,16,0.000264673,
"Lowndes, Marie Belloc",Lowndes,Marie Belloc,,1868,1947,16,0.000264673,
"Hewlett, Maurice",Hewlett,Maurice,,1861,1923,16,0.000264673,
"Brand, Max",Brand,Max,,1892,1944,16,0.000264673,
"Canth, Minna",Canth,Minna,,1844,1897,16,0.000264673,
"Speed, Nell",Speed,Nell,,1878,1913,16,0.000264673,
"Mérimée, Prosper",Mérimée,Prosper,,1803,1870,16,0.000264673,
"Connor, Ralph",Connor,Ralph,,1860,1937,16,0.000264673,
"Parrish, Randall",Parrish,Randall,,1858,1923,16,0.000264673,
"Dowling, Richard",Dowling,Richard,,1846,1898,16,0.000264673,
"Adams, Samuel Hopkins",Adams,Samuel Hopkins,,1871,1958,16,0.000264673,
"Bassett, Sara Ware",Bassett,Sara Ware,,1872,1968,16,0.000264673,
"Ségur, Sophie, comtesse de",Ségur,Sophie,,1799,1874,16,0.000264673,
"Reed, Talbot Baines",Reed,Talbot Baines,,1852,1893,16,0.000264673,
"Knox, Thomas Wallace",Knox,Thomas Wallace,,1835,1896,16,0.000264673,
"Raabe, Wilhelm",Raabe,Wilhelm,,1831,1910,16,0.000264673,
"Sismondi, J.-C.-L. Simonde de (Jean-Charles-Léonard Simonde)",de Sismondi,Jean-Charles-Léonard Simon,,1773,1842,16,0.000264673,
Aristotle,,Aristotle,,384 BC,322 BC,16,0.000264673,
Aeschylus,,Aeschylus,,525 BC,456 BC,16,0.000264673,
United States. Warren Commission,United States.,Warren Commission,,no_birthdate,no_deathdate,16,0.000264673,
"Mahan, A. T. (Alfred Thayer)",Mahan,A. T. (Alfred Thayer),,1840,1914,15,0.000248131,
"Church, Alfred John",Church,Alfred John,,1829,1912,15,0.000248131,
"Sedgwick, Anne Douglas",Sedgwick,Anne Douglas,,1873,1935,15,0.000248131,
"Bates, Arlo",Bates,Arlo,,1850,1918,15,0.000248131,
"Auerbach, Berthold",Auerbach,Berthold,,1812,1882,15,0.000248131,
"Lamb, Charles",Lamb,Charles,,1775,1834,15,0.000248131,
"Morley, Christopher",Morley,Christopher,,1890,1957,15,0.000248131,
"Woolson, Constance Fenimore",Woolson,Constance Fenimore,,1840,1894,15,0.000248131,
"Cory, David",Cory,David,,1872,1966,15,0.000248131,
"Murray, David Christie",Murray,David Christie,,1847,1907,15,0.000248131,
"Saltus, Edgar",Saltus,Edgar,,1855,1921,15,0.000248131,
"Porter, Eleanor H. (Eleanor Hodgman)",Porter,Eleanor H. (Eleanor Hodgman),,1868,1920,15,0.000248131,
"Chateaubriand, François-René, vicomte de",de Chateaubriand,François-René,,1768,1848,15,0.000248131,
"Patchin, Frank Gee",Patchin,Frank Gee,,1861,1925,15,0.000248131,
"Kafka, Franz",Kafka,Franz,,1883,1924,15,0.000248131,
"Bastiat, Frédéric",Bastiat,Frédéric,,1801,1850,15,0.000248131,
"D'Annunzio, Gabriele",D'Annunzio,Gabriele,,1863,1938,15,0.000248131,
"Burgess, Gelett",Burgess,Gelett,,1866,1951,15,0.000248131,
"Birmingham, George A.",Birmingham,George A.,,1865,1950,15,0.000248131,
"Richmond, Grace S. (Grace Smith)",Richmond,Grace S. (Grace Smith),,1866,1959,15,0.000248131,
"Luo, Guanzhong",Luo,Guanzhong,,no_birthdate,no_deathdate,15,0.000248131,
"Frederic, Harold",Frederic,Harold,,1856,1898,15,0.000248131,
"Jackson, Helen Hunt",Jackson,Helen Hunt,,1830,1885,15,0.000248131,
"Schoolcraft, Henry Rowe",Schoolcraft,Henry Rowe,,1793,1864,15,0.000248131,
"Kianto, Ilmari",Kianto,Ilmari,,1874,1970,15,0.000248131,
"Vance, Louis Joseph",Vance,Louis Joseph,,1879,1933,15,0.000248131,
"Tieck, Ludwig",Tieck,Ludwig,,1773,1853,15,0.000248131,
"Senarens, Luis",Senarens,Luis,,1863,1939,15,0.000248131,
"Corelli, Marie",Corelli,Marie,,1855,1924,15,0.000248131,
"Harland, Marion",Harland,Marion,,1830,1922,15,0.000248131,
"Saunders, Marshall",Saunders,Marshall,,1861,1947,15,0.000248131,
"Reed, Myrtle",Reed,Myrtle,,1874,1911,15,0.000248131,
"Webster, Noah",Webster,Noah,,1758,1843,15,0.000248131,
"Wagner, Richard",Wagner,Richard,,1813,1883,15,0.000248131,
"Browning, Robert",Browning,Robert,,1812,1889,15,0.000248131,
"Bowen, Robert Sidney",Bowen,Robert Sidney,,1900,1977,15,0.000248131,
"Boldrewood, Rolf",Boldrewood,Rolf,,1826,1915,15,0.000248131,
"Richardson, Samuel",Richardson,Samuel,,1689,1761,15,0.000248131,
"Merwin, Samuel",Merwin,Samuel,,1874,1936,15,0.000248131,
"Alkio, Santeri",Alkio,Santeri,,1862,1930,15,0.000248131,
"Ivalo, Santeri",Ivalo,Santeri,,1866,1937,15,0.000248131,
"Moodie, Susanna",Moodie,Susanna,,1803,1885,15,0.000248131,
"Hahnsson, Theodolinda",Hahnsson,Theodolinda,,1838,1919,15,0.000248131,
"Moore, Thomas",Moore,Thomas,,1779,1852,15,0.000248131,
"Kataja, Väinö",Kataja,Väinö,,1867,1914,15,0.000248131,
"Lee, Vernon",Lee,Vernon,,1856,1935,15,0.000248131,
"Whitman, Walt",Whitman,Walt,,1819,1892,15,0.000248131,
"Wordsworth, William",Wordsworth,William,,1770,1850,15,0.000248131,
"Marks, Winston K. (Winston Kinney)",Marks,Winston K. (Winston Kinney),,1915,1979,15,0.000248131,
A. L. O. E.,,A. L. O. E.,,1821,1893,15,0.000248131,
`Abdu'l-Bahá,,`Abdu'l-Bahá,,1844,1921,15,0.000248131,
Virgil,,Virgil,,70 BC,19 BC,15,0.000248131,
Suetonius,,Suetonius,,no_birthdate,no_deathdate,15,0.000248131,
"Milne, A. A. (Alan Alexander)",Milne,A. A. (Alan Alexander),,1882,1956,14,0.000231589,
"Herculano, Alexandre",Herculano,Alexandre,,1810,1877,14,0.000231589,
"Musset, Alfred de",Musset,Alfred de,,1810,1857,14,0.000231589,
"Oriani, Alfredo",Oriani,Alfredo,,1852,1909,14,0.000231589,
"Panzini, Alfredo",Panzini,Alfredo,,1863,1939,14,0.000231589,
"Brady, Cyrus Townsend",Brady,Cyrus Townsend,,1861,1920,14,0.000231589,
"Phillips, David Graham",Phillips,David Graham,,1867,1911,14,0.000231589,
"Diderot, Denis",Diderot,Denis,,1713,1784,14,0.000231589,
"Moody, Dwight Lyman",Moody,Dwight Lyman,,1837,1899,14,0.000231589,
"Lucas, E. V. (Edward Verrall)",Lucas,E. V. (Edward Verrall),,1868,1938,14,0.000231589,
"Queirós, Eça de",Queirós,Eça de,,1845,1900,14,0.000231589,
"Abbott, Eleanor Hallowell",Abbott,Eleanor Hallowell,,1872,1958,14,0.000231589,
"Dahn, Felix",Dahn,Felix,,1834,1912,14,0.000231589,
"Packard, Frank L. (Frank Lucius)",Packard,Frank L. (Frank Lucius),,1877,1942,14,0.000231589,
"White, Fred M. (Fred Merrick)",White,Fred M. (Fred Merrick),,1859,1935,14,0.000231589,
"Hegel, Georg Wilhelm Friedrich",Hegel,Georg Wilhelm Friedrich,,1770,1831,14,0.000231589,
"Grinnell, George Bird",Grinnell,George Bird,,1849,1938,14,0.000231589,
"Cable, George Washington",Cable,George Washington,,1844,1925,14,0.000231589,
"Rovetta, Gerolamo",Rovetta,Gerolamo,,1854,1910,14,0.000231589,
"Ellis, Havelock",Ellis,Havelock,,1859,1939,14,0.000231589,
"Spencer, Herbert",Spencer,Herbert,,1820,1903,14,0.000231589,
"Day, Holman",Day,Holman,,1865,1935,14,0.000231589,
"Hay, Ian",Hay,Ian,,1876,1952,14,0.000231589,
"Jones, J. Knox",Jones,J. Knox,,1929,1992,14,0.000231589,
"Grant, James",Grant,James,,1822,1887,14,0.000231589,
"Allen, James Lane",Allen,James Lane,,1849,1925,14,0.000231589,
"Farnol, Jeffery",Farnol,Jeffery,,1878,1952,14,0.000231589,
"Harmon, Jim",Harmon,Jim,,1933,2010,14,0.000231589,
"Bloundelle-Burton, John",Bloundelle-Burton,John,,1850,1917,14,0.000231589,
"Newman, John Henry",Newman,John Henry,,1801,1890,14,0.000231589,
"Addison, Joseph",Addison,Joseph,,1672,1719,14,0.000231589,
"Siebe, Josephine",Siebe,Josephine,,1870,1941,14,0.000231589,
"Lemaître, Jules",Lemaître,Jules,,1853,1914,14,0.000231589,
"Grahame, Kenneth",Grahame,Kenneth,,1859,1932,14,0.000231589,
"Janifer, Laurence M.",Janifer,Laurence M.,,1933,2002,14,0.000231589,
"Andreyev, Leonid",Andreyev,Leonid,,1871,1919,14,0.000231589,
"Wairy, Louis Constant",Wairy,Louis Constant,,1778,1845,14,0.000231589,
"Capuana, Luigi",Capuana,Luigi,,1839,1915,14,0.000231589,
"Wister, Owen",Wister,Owen,,1860,1938,14,0.000231589,
"Chesterfield, Philip Dormer Stanhope, Earl of",Stanhope,Philip Dormer,,1694,1773,14,0.000231589,
"Anderson, Poul",Anderson,Poul,,1926,2001,14,0.000231589,
"Rilke, Rainer Maria",Rilke,Rainer Maria,,1875,1926,14,0.000231589,
"Emerson, Ralph Waldo",Emerson,Ralph Waldo,,1803,1882,14,0.000231589,
"Southey, Robert",Southey,Robert,,1774,1843,14,0.000231589,
"Smiles, Samuel",Smiles,Samuel,,1812,1904,14,0.000231589,
"Rathborne, St. George",Rathborne,St. George,,1854,1938,14,0.000231589,
"Mommsen, Theodor",Mommsen,Theodor,,1817,1903,14,0.000231589,
"Dixon, Thomas, Jr.",Dixon Jr.,Thomas,,1864,1946,14,0.000231589,
"Rydberg, Viktor",Rydberg,Viktor,,1828,1895,14,0.000231589,
"Pater, Walter",Pater,Walter,,1839,1894,14,0.000231589,
"Duellman, William Edward",Duellman,William Edward,,1930,no_deathdate,14,0.000231589,
"Stoddard, William O.",Stoddard,William O.,,1835,1925,14,0.000231589,
Plutarch,,Plutarch,,46,119,14,0.000231589,
Project Gutenberg,,Project Gutenberg,,no_birthdate,no_deathdate,14,0.000231589,
"Vigny, Alfred de",Vigny,Alfred de,,1797,1863,13,0.000215047,
"Blanchard, Amy Ella",Blanchard,Amy Ella,,1856,1926,13,0.000215047,
"Stephens, Ann S. (Ann Sophia)",Stephens,Ann S. (Ann Sophia),,1810,1886,13,0.000215047,
"Pinero, Arthur Wing",Pinero,Arthur Wing,,1855,1934,13,0.000215047,
"Fanny, Aunt",Fanny,Aunt,,1822,1894,13,0.000215047,
"Russell, Bertrand",Russell,Bertrand,,1872,1970,13,0.000215047,
"Perrault, Charles",Perrault,Charles,,1628,1703,13,0.000215047,
"Marlowe, Christopher",Marlowe,Christopher,,1564,1593,13,0.000215047,
"Kelland, Clarence Budington",Kelland,Clarence Budington,,1881,1964,13,0.000215047,
"MacKenzie, Compton",MacKenzie,Compton,,1883,1972,13,0.000215047,
"Tacitus, Cornelius",Tacitus,Cornelius,,56,117,13,0.000215047,
"Doctorow, Cory",Doctorow,Cory,,1971,no_deathdate,13,0.000215047,
"Zwilgmeyer, Dikken",Zwilgmeyer,Dikken,,1853,1913,13,0.000215047,
"Somerville, E. Oe. (Edith Oenone)",Somerville,E. Oe. (Edith Oenone),,1858,1949,13,0.000215047,
"Rostand, Edmond",Rostand,Edmond,,1868,1918,13,0.000215047,
"Von Arnim, Elizabeth",Von Arnim,Elizabeth,,1866,1941,13,0.000215047,
"Browning, Elizabeth Barrett",Browning,Elizabeth Barrett,,1806,1861,13,0.000215047,
"Glasgow, Ellen Anderson Gholson",Glasgow,Ellen Anderson Gholson,,1873,1945,13,0.000215047,
"Verhaeren, Emile",Verhaeren,Emile,,1855,1916,13,0.000215047,
"Southworth, Emma Dorothy Eliza Nevitte",Southworth,Emma Dorothy Eliza Nevitte,,1819,1899,13,0.000215047,
"Hurll, Estelle M. (Estelle May)",Hurll,Estelle M. (Estelle May),,1863,1924,13,0.000215047,
"Wallace, F. L. (Floyd L.)",Wallace,F. L. (Floyd L.),,1915,2004,13,0.000215047,
