author_name,first_name,last_name,title,count,eebo_total,estc_total,open-syllabus_total,ota_total,project-gutenberg_total
Marilyn Butler,Marilyn,Butler,,626,,,0.001724,,
William Godwin,William,Godwin,,624,,,0.001719,,
Mary Ellen Guffey,Mary Ellen,Guffey,,623,,,0.001716,,
Andrew Smith,Andrew,Smith,,621,,,0.00171,,
Sherwood Anderson,Sherwood,Anderson,,620,,,0.001708,,
Timothy Corrigan,Timothy,Corrigan,,615,,,0.001694,,
Eavan Boland,Eavan,Boland,,614,,,0.001691,,
Stanley Wells,Stanley,Wells,,614,,,0.001691,,
Bobbie Ann Mason,Bobbie Ann,Mason,,613,,,0.001688,,
Doris Lessing,Doris,Lessing,,611,,,0.001683,,
Lynn Quitman Troyka,Lynn Quitman,Troyka,,610,,,0.00168,,
Theodore Dreiser,Theodore,Dreiser,,609,,,0.001677,,
Wilhelm Grimm,Wilhelm,Grimm,,609,,,0.001677,,
Harold Pinter,Harold,Pinter,,608,,,0.001675,,
Derek Attridge,Derek,Attridge,,606,,,0.001669,,
Ian P. Watt,Ian P,Watt,,606,,,0.001669,,
Gary Colombo,Gary,Colombo,,603,,,0.001661,,
Immanuel Kant,Immanuel,Kant,,603,,,0.001661,,
Dashiell Hammett,Dashiell,Hammett,,601,,,0.001655,,
Elie Wiesel,Elie,Wiesel,,601,,,0.001655,,
Hugh Haughton,Hugh,Haughton,,600,,,0.001653,,
Tony Kushner,Tony,Kushner,,600,,,0.001653,,
Northrop Frye,Northrop,Frye,,599,,,0.00165,,
Patricia Waugh,Patricia,Waugh,,599,,,0.00165,,
Michael Ryan,Michael,Ryan,,596,,,0.001642,,
Hanif Kureishi,Hanif,Kureishi,,595,,,0.001639,,
David Sedaris,David,Sedaris,,595,,,0.001639,,
Supryia M. Ray,Supryia M,Ray,,592,,,0.001631,,
Helen Vendler,Helen,Vendler,,592,,,0.001631,,
Bonnie Lisle,Bonnie,Lisle,,591,,,0.001628,,
Jon Stallworthy,Jon,Stallworthy,,590,,,0.001625,,
Nicholas Carr,Nicholas,Carr,,589,,,0.001622,,
Barbara Kingsolver,Barbara,Kingsolver,,585,,,0.001611,,
David Mamet,David,Mamet,,585,,,0.001611,,
Margaret W. Ferguson,Margaret W,Ferguson,,584,,,0.001609,,
Samuel S. Cohen,Samuel S,Cohen,,583,,,0.001606,,
Robert Cullen,Robert,Cullen,,583,,,0.001606,,
Cotton Mather,Cotton,Mather,,583,,,0.001606,,
Ross C. Murfin,RossC,Murfin,,581,,,0.0016,,
E. T. Donaldson,E T,Donaldson,,578,,,0.001592,,
David McLintock,David,McLintock,,571,,,0.001573,,
Edward Albee,Edward,Albee,,570,,,0.00157,,
Harper Lee,Harper,Lee,,570,,,0.00157,,
William Congreve,William,Congreve,,568,,,0.001564,,
John Gardner,John,Gardner,,566,,,0.001559,,
Laura Mulvey,Laura,Mulvey,,566,,,0.001559,,
Richard D. Altick,Richard D,Altick,,565,,,0.001556,,
Gilles Deleuze,Gilles,Deleuze,,564,,,0.001553,,
Elena Vestri Solomon,Elena Vestri,Solomon,,562,,,0.001548,,
Robert Lowell,Robert,Lowell,,560,,,0.001542,,
Malcolm Gladwell,Malcolm,Gladwell,,559,,,0.00154,,
Barbara Ehrenreich,Barbara,Ehrenreich,,558,,,0.001537,,
James Boswell,James,Boswell,,557,,,0.001534,,
Laura J. Gurak,Laura J,Gurak,,557,,,0.001534,,
Philip Larkin,Philip,Larkin,,557,,,0.001534,,
Anne Kostelanetz Mellor,Anne Kostelanetz,Mellor,,556,,,0.001531,,
Abraham Lincoln,Abraham,Lincoln,,553,,,0.001523,,
John Mauk,John,Mauk,,553,,,0.001523,,
Thomas N. Huckin,Thomas N,Huckin,,551,,,0.001518,,
Ernest J. Gaines,Ernest J,Gaines,,550,,,0.001515,,
Paul Auster,Paul,Auster,,549,,,0.001512,,
William S. Burroughs,William S,Burroughs,,545,,,0.001501,,
Julia Kristeva,Julia,Kristeva,,545,,,0.001501,,
Michael Pollan,Michael,Pollan,,545,,,0.001501,,
Michael McCarthy,Michael,McCarthy,,544,,,0.001498,,
John Metz,John,Metz,,543,,,0.001496,,
Fanny Burney,Fanny,Burney,,539,,,0.001485,,
Truman Capote,Truman,Capote,,539,,,0.001485,,
Kitty O. Locker,Kitty O,Locker,,539,,,0.001485,,
Ania Loomba,Ania,Loomba,,538,,,0.001482,,
Kate L. Turabian,Kate L,Turabian,,536,,,0.001476,,
Simone De Beauvoir,Simone,de Beauvoir,,535,,,0.001474,,
Thomas Middleton,Thomas,Middleton,,535,,,0.001474,,
Molière,Molière,,,535,,,0.001474,,
Joseph Addison,Joseph,Addison,,534,,,0.001471,,
Maurice Sendak,Maurice,Sendak,,534,,,0.001471,,
Charles Brockden Brown,Charles Brockden,Brown,,533,,,0.001468,,
Horace,Horace,,,533,,,0.001468,,
Ferdinand De Saussure,Ferdinand,de Saussure,,531,,,0.001463,,
Ronald Carter,Ronald,Carter,,528,,,0.001454,,
Paul Fussell,Paul,Fussell,,528,,,0.001454,,
Laurence Perrine,Laurence,Perrine,,528,,,0.001454,,
Ronald King,Ronald,King,,527,,,0.001452,,
Caryl Churchill,Caryl,Churchill,,526,,,0.001449,,
Evelyn Waugh,Evelyn,Waugh,,526,,,0.001449,,
Theodor W. Adorno,Theodor W,Adorno,,522,,,0.001438,,
John M. Swales,John M,Swales,,522,,,0.001438,,
Barbara Fine Clouse,Barbara Fine,Clouse,,521,,,0.001435,,
Brian Friel,Brian,Friel,,519,,,0.00143,,
Mary Jo Salter,Mary Jo,Salter,,519,,,0.00143,,
Caedmon,Caedmon,,,518,,,0.001427,,
Fred Botting,Fred,Botting,,517,,,0.001424,,
Alain Locke,Alain,Locke,,517,,,0.001424,,
E. L. Doctorow,E L,Doctorow,,513,,,0.001413,,
Richard A. Lanham,Richard A,Lanham,,513,,,0.001413,,
Judith Nadell,Judith,Nadell,,513,,,0.001413,,
Natalie Goldberg,Natalie,Goldberg,,512,,,0.00141,,
William Morris,William,Morris,,512,,,0.00141,,
Peter Childs,Peter,Childs,,511,,,0.001407,,
L. Mulvey,L,Mulvey,,510,,,0.001405,,
Maria Tatar,Maria,Tatar,,510,,,0.001405,,
John C. Brereton,John C,Brereton,,509,,,0.001402,,
Kenneth Branagh,Kenneth,Branagh,,508,,,0.001399,,
Kenneth Burke,Kenneth,Burke,,508,,,0.001399,,
Benedict R. O.'G. Anderson,Benedict Richard O'Gorman,Anderson,,507,,,0.001396,,
R. V. Cassill,R V,Cassill,,507,,,0.001396,,
Annette T. Rottenberg,Annette T,Rottenberg,,507,,,0.001396,,
Christine A. Hult,Christine A,Hult,,504,,,0.001388,,
Peter Hunt,Peter,Hunt,,504,,,0.001388,,
Hesiod,Hesiod,,,503,,,0.001385,,
Lynne Truss,Lynne,Truss,,502,,,0.001383,,
Judith Bell,Judith,Bell,,501,,,0.00138,,
David Rosenwasser,David,Rosenwasser,,501,,,0.00138,,
Martin Coyle,Martin,Coyle,,500,,,0.001377,,
David Henry Hwang,David Henry,Hwang,,498,,,0.001372,,
Bernard Malamud,Bernard,Malamud,,497,,,0.001369,,
Randall VanderMey,Randall,VanderMey,,497,,,0.001369,,
Stephen Bailey,Stephen,Bailey,,496,,,0.001366,,
Ted Hughes,Ted,Hughes,,495,,,0.001363,,
John Smith,John,Smith,,495,,,0.001363,,
Chris Baldick,Chris,Baldick,,494,,,0.001361,,
William Dean Howells,William Dean,Howells,,494,,,0.001361,,
Cleanth Brooks,Cleanth,Brooks,,493,,,0.001358,,
John Barth,John,Barth,,492,,,0.001355,,
David Bordwell,David,Bordwell,,492,,,0.001355,,
John Gay,John,Gay,,490,,,0.00135,,
William Langland,William,Langland,,490,,,0.00135,,
Lee E. Brandon,Lee E,Brandon,,488,,,0.001344,,
Robert Burns,Robert,Burns,,488,,,0.001344,,
Nadine Gordimer,Nadine,Gordimer,,488,,,0.001344,,
Edward Abbey,Edward,Abbey,,487,,,0.001341,,
Lynne Gaetz,Lynne,Gaetz,,487,,,0.001341,,
Khaled Hosseini,Khaled,Hosseini,,487,,,0.001341,,
Martha Kolln,Martha,Kolln,,487,,,0.001341,,
Janice Peritz,Janice,Peritz,,487,,,0.001341,,
Suneeti Phadke,Suneeti,Phadke,,487,,,0.001341,,
John R. Trimble,John R,Trimble,,487,,,0.001341,,
Dave Eggers,Dave,Eggers,,485,,,0.001336,,
E. B. White,E B,White,,485,,,0.001336,,
Margaret Fuller,Margaret,Fuller,,483,,,0.00133,,
J. M. Synge,J M,Synge,,483,,,0.00133,,
Thomas Cooley,Thomas,Cooley,,482,,,0.001328,,
Hannah Webster Foster,Hannah Webster,Foster,,481,,,0.001325,,
Lois Tyson,Lois,Tyson,,480,,,0.001322,,
Susan Anker,Susan,Anker,,479,,,0.001319,,
Mike Palmquist,Mike,Palmquist,,479,,,0.001319,,
V. S. Naipaul,V S,Naipaul,,478,,,0.001317,,
Marjorie Perloff,Marjorie,Perloff,,475,,,0.001308,,
Gloria AnzaldúA,Gloria,AnzaldúA,,474,,,0.001306,,
William Golding,William,Golding,,474,,,0.001306,,
Elizabeth McMahan,Elizabeth,McMahan,,473,,,0.001303,,
John Peck,John,Peck,,470,,,0.001295,,
Orson Scott Card,Orson Scott,Card,,469,,,0.001292,,
Michel De Montaigne,Michel,de Montaigne,,468,,,0.001289,,
Andrew Hadfield,Andrew,Hadfield,,467,,,0.001286,,
Claudia Rankine,Claudia,Rankine,,466,,,0.001284,,
Ken Kesey,Ken,Kesey,,465,,,0.001281,,
Nancy V. Wood,Nancy V,Wood,,465,,,0.001281,,
John Pick,John,Pick,,464,,,0.001278,,
Andrea Levy,Andrea,Levy,,463,,,0.001275,,
John Fowles,John,Fowles,,462,,,0.001273,,
Neil Postman,Neil,Postman,,462,,,0.001273,,
J. Hector St. John De Crèvecoeur,J. Hector,St. John De Crèvecoeur,,462,,,0.001273,,
Clyde S. Kilby,Clyde S,Kilby,,461,,,0.00127,,
George B. Perkins,George B,Perkins,,461,,,0.00127,,
A. S. Byatt,A S,Byatt,,459,,,0.001264,,
Rachel Carson,Rachel,Carson,,459,,,0.001264,,
Frank O.'Connor,Frank,O'Connor,,459,,,0.001264,,
Joseph F. Trimmer,Joseph F,Trimmer,,459,,,0.001264,,
Malcolm P. Douglass,Malcolm P,Douglass,,458,,,0.001262,,
Stanley Eugene Fish,Stanley Eugene,Fish,,457,,,0.001259,,
Christine,Christine,,,456,,,0.001256,,
E. E. Cummings,E E,Cummings,,454,,,0.00125,,
Stuart Curran,Stuart,Curran,,454,,,0.00125,,
David Morley,David,Morley,,454,,,0.00125,,
Richard Rodriguez,Richard,Rodriguez,,452,,,0.001245,,
Nicholas Roe,Nicholas,Roe,,452,,,0.001245,,
Julie Rivkin,Julie,Rivkin,,451,,,0.001242,,
Joseph Bristow,Joseph,Bristow,,450,,,0.001239,,
Anthony Burgess,Anthony,Burgess,,450,,,0.001239,,
Agatha Christie,Agatha,Christie,,450,,,0.001239,,
Mark Strand,Mark,Strand,,450,,,0.001239,,
Michael Swan,Michael,Swan,,450,,,0.001239,,
John Gooch,John,Gooch,,449,,,0.001237,,
Marion Fredman,Marion,Fredman,,448,,,0.001234,,
Erica Messenger,Erica,Messenger,,448,,,0.001234,,
Nick Miller,Nick,Miller,,448,,,0.001234,,
Raymond Murphy,Raymond,Murphy,,447,,,0.001231,,
Samuel Pepys,Samuel,Pepys,,447,,,0.001231,,
Primo Levi,Primo,Levi,,445,,,0.001226,,
Philip Pullman,Philip,Pullman,,445,,,0.001226,,
J. M. Barrie,J M,Barrie,,444,,,0.001223,,
Pablo Neruda,Pablo,Neruda,,444,,,0.001223,,
Rowson,Rowson,,,444,,,0.001223,,
Pierre Bourdieu,Pierre,Bourdieu,,443,,,0.00122,,
William Cullen Bryant,William Cullen,Bryant,,442,,,0.001217,,
Walter J. Ong,Walter J,Ong,,441,,,0.001215,,
Isaac Asimov,Isaac,Asimov,,438,,,0.001206,,
Tsitsi Dangarembga,Tsitsi,Dangarembga,,437,,,0.001204,,
David Bartholomae,David,Bartholomae,,435,,,0.001198,,
Suzan-Lori Parks,Suzan-Lori,Parks,,435,,,0.001198,,
Betty Schrampfer Azar,Betty Schrampfer,Azar,,433,,,0.001193,,
Marcus Tullius Cicero,Marcus Tullius,Cicero,,431,,,0.001187,,
Umberto Eco,Umberto,Eco,,431,,,0.001187,,
Chimamanda Ngozi Adichie,Chimamanda,Ngozi Adichie,,431,,,0.001187,,
Tony Petrosky,Tony,Petrosky,,431,,,0.001187,,
Michael H. Levenson,Michael H,Levenson,,430,,,0.001184,,
William L. Andrews,William L,Andrews,,429,,,0.001182,,
Henry Wadsworth Longfellow,Henry Wadsworth,Longfellow,,429,,,0.001182,,
Roald Dahl,Roald,Dahl,,428,,,0.001179,,
Maria Edgeworth,Maria,Edgeworth,,428,,,0.001179,,
Katherine Hayles,Katherine,Hayles,,427,,,0.001176,,
Dominic Head,Dominic,Head,,427,,,0.001176,,
Michael Austin,Michael,Austin,,426,,,0.001173,,
Hermann Hesse,Hermann,Hesse,,426,,,0.001173,,
H. P. Lovecraft,H P,Lovecraft,,426,,,0.001173,,
April Muchmore-Vokoun,April,Muchmore-Vokoun,,426,,,0.001173,,
Jonathan Safran Foer,Jonathan Safran,Foer,,425,,,0.001171,,
Jon Furberg,Jon,Furberg,,424,,,0.001168,,
Richard Hopkins,Richard,Hopkins,,424,,,0.001168,,
Timothy W. Crusius,Timothy W,Crusius,,423,,,0.001165,,
Richard Ellmann,Richard,Ellmann,,423,,,0.001165,,
Teresa Ferster Glazier,Teresa Ferster,Glazier,,423,,,0.001165,,
Chris Hart,Chris,Hart,,422,,,0.001162,,
Richard Pears,Richard,Pears,,422,,,0.001162,,
Rainer Maria Rilke,Rainer Maria,Rilke,,422,,,0.001162,,
Anthony Trollope,Anthony,Trollope,,421,,,0.00116,,
Gloria Naylor,Gloria,Naylor,,420,,,0.001157,,
Rene Descartes,Rene,Descartes,,418,,,0.001151,,
Jonathan Dollimore,Jonathan,Dollimore,,418,,,0.001151,,
Ishmael Reed,Ishmael,Reed,,418,,,0.001151,,
Eric Schlosser,Eric,Schlosser,,418,,,0.001151,,
Graham J. Shields,Graham J,Shields,,418,,,0.001151,,
Philip Tew,Philip,Tew,,418,,,0.001151,,
Gillie Bolton,Gillie,Bolton,,417,,,0.001149,,
J. David Bolter,J David,Bolter,,416,,,0.001146,,
Bryan Greetham,Bryan,Greetham,,416,,,0.001146,,
Confucius,Confucius,,,415,,,0.001143,,
William Hogarth,William,Hogarth,,414,,,0.00114,,
Russ McDonald,Russ,McDonald,,414,,,0.00114,,
Terry Myers Zawacki,Terry Myers,Zawacki,,413,,,0.001138,,
Isabel Allende,Isabel,Allende,,412,,,0.001135,,
Carolyn E. Channell,Carolyn E,Channell,,412,,,0.001135,,
Barack Obama,Barack,Obama,,412,,,0.001135,,
Robert Emmett Owen,Robert Emmett,Owen,,412,,,0.001135,,
Frank Rosewater,Frank,Rosewater,,412,,,0.001135,,
Philip C. Kolin,Philip C,Kolin,,411,,,0.001132,,
Tim F. Flannery,Tim F,Flannery,,410,,,0.001129,,
Martin Puchner,Martin,Puchner,,409,,,0.001127,,
Sacvan Bercovitch,Sacvan,Bercovitch,,406,,,0.001118,,
John Ashbery,John,Ashbery,,404,,,0.001113,,
Maureen Daly Goggin,Maureen Daly,Goggin,,404,,,0.001113,,
J. Paul Hunter,J Paul,Hunter,,404,,,0.001113,,
Thomas Robert Jehn,Thomas Robert,Jehn,,403,,,0.00111,,
Jane Rosenzweig,Jane,Rosenzweig,,403,,,0.00111,,
Julia Alvarez,Julia,Alvarez,,402,,,0.001107,,
Jean E. Howard,Jean E,Howard,,402,,,0.001107,,
Barbauld,Barbauld,,,399,,,0.001099,,
Thomas R. Arp,Thomas R,Arp,,398,,,0.001096,,
Peter Brooker,Peter,Brooker,,398,,,0.001096,,
Jill Stephen,Jill,Stephen,,398,,,0.001096,,
Jerome Beaty,Jerome,Beaty,,397,,,0.001093,,
Mary Oliver,Mary,Oliver,,397,,,0.001093,,
Keith Please,Keith,Please,,397,,,0.001093,,
Freud Sigmund,Freud,Sigmund,,397,,,0.001093,,
Spike Lee,Spike,Lee,,396,,,0.001091,,
Carson McCullers,Carson,McCullers,,396,,,0.001091,,
Cynthia Ozick,Cynthia,Ozick,,396,,,0.001091,,
Chuck Palahniuk,Chuck,Palahniuk,,396,,,0.001091,,
Mary Wortley Montagu,Mary,Wortley Montagu,,395,,,0.001088,,
John Cheever,John,Cheever,,394,,,0.001085,,
Jean-François Lyotard,Jean-François,Lyotard,,394,,,0.001085,,
George L. McMichael,George L,McMichael,,394,,,0.001085,,
Patrick Brantlinger,Patrick,Brantlinger,,393,,,0.001082,,
Bret Harte,Bret,Harte,,393,,,0.001082,,
Marge Piercy,Marge,Piercy,,393,,,0.001082,,
Hunter S. Thompson,Hunter S,Thompson,,393,,,0.001082,,
Robert J. Connors,Robert J,Connors,,392,,,0.00108,,
David Scott Kastan,David Scott,Kastan,,392,,,0.00108,,
William Makepeace Thackeray,William Makepeace,Thackeray,,392,,,0.00108,,
Caryl Phillips,Caryl,Phillips,,391,,,0.001077,,
Nancy Armstrong,Nancy,Armstrong,,390,,,0.001074,,
Saul Bellow,Saul,Bellow,,390,,,0.001074,,
Anne Frances Wysocki,Anne Frances,Wysocki,,390,,,0.001074,,
Mary R. Lea,Mary R,Lea,,389,,,0.001071,,
Joy Harjo,Joy,Harjo,,388,,,0.001069,,
Joseph Kelly,Joseph,Kelly,,388,,,0.001069,,
Gilbert H. Muller,Gilbert H,Muller,,388,,,0.001069,,
John Trimbur,John,Trimbur,,388,,,0.001069,,
John Carey,John,Carey,,387,,,0.001066,,
Jonathan Culler,Jonathan,Culler,,387,,,0.001066,,
Mike Rose,Mike,Rose,,387,,,0.001066,,
Aesop,Aesop,,,387,,,0.001066,,
Alan Bryman,Alan,Bryman,,385,,,0.00106,,
Colson Whitehead,Colson,Whitehead,,385,,,0.00106,,
T. Coraghessan Boyle,T Coraghessan,Boyle,,384,,,0.001058,,
Francis Ford Coppola,Francis Ford,Coppola,,384,,,0.001058,,
Christine B. Feak,Christine B,Feak,,384,,,0.001058,,
Mark Haddon,Mark,Haddon,,384,,,0.001058,,
Nathanael West,Nathanael,West,,384,,,0.001058,,
Gérard Genette,Gérard,Genette,,383,,,0.001055,,
Gary Snyder,Gary,Snyder,,383,,,0.001055,,
Terry Tempest Williams,Terry Tempest,Williams,,383,,,0.001055,,
Gina Wisker,Gina,Wisker,,383,,,0.001055,,
Geoffrey,Geoffrey,,,383,,,0.001055,,
Stuart Hall,Stuart,Hall,,381,,,0.001049,,
Samuel Selvon,Samuel,Selvon,,381,,,0.001049,,
John McLeod,John,McLeod,,380,,,0.001047,,
J. Fisher Solomon,J Fisher,Solomon,,380,,,0.001047,,
G. Blakemore Evans,G Blakemore,Evans,,379,,,0.001044,,
James Welch,James,Welch,,379,,,0.001044,,
Thomas Hobbes,Thomas,Hobbes,,378,,,0.001041,,
Dave Kemper,Dave,Kemper,,378,,,0.001041,,
David H. Richter,David H,Richter,,378,,,0.001041,,
Erich Auerbach,Erich,Auerbach,,375,,,0.001033,,
Franco Moretti,Franco,Moretti,,374,,,0.00103,,
Phyllis Creme,Phyllis,Creme,,373,,,0.001027,,
Helena Maria Viramontes,Helena María,Viramontes,,372,,,0.001025,,
Edward A. Dornan,Edward A,Dornan,,371,,,0.001022,,
G. Graff,G,Graff,,371,,,0.001022,,
C. G. Jung,C G,Jung,,371,,,0.001022,,
George P. Landow,George P,Landow,,371,,,0.001022,,
Thomas De Quincey,Thomas,de Quincey,,370,,,0.001019,,
Hannah Arendt,Hannah,Arendt,,369,,,0.001016,,
Rupert Brooke,Rupert,Brooke,,369,,,0.001016,,
Michael Chabon,Michael,Chabon,,369,,,0.001016,,
J. Hillis Miller,J Hillis,Miller,,369,,,0.001016,,
Ana Castillo,Ana,Castillo,,368,,,0.001014,,
Andrew Gurr,Andrew,Gurr,,368,,,0.001014,,
V. E. Stack,V E,Stack,,368,,,0.001014,,
Boethius,Boethius,,,366,,,0.001008,,
Cathy N. Davidson,Cathy N,Davidson,,365,,,0.001005,,
H. Rider Haggard,H Rider,Haggard,,365,,,0.001005,,
Michael Hattaway,Michael,Hattaway,,365,,,0.001005,,
Geoffrey N. Leech,Geoffrey N,Leech,,365,,,0.001005,,
Robert McKee,Robert,McKee,,365,,,0.001005,,
Frank Norris,Frank,Norris,,365,,,0.001005,,
Robert Scholes,Robert,Scholes,,365,,,0.001005,,
Tobias Wolff,Tobias,Wolff,,365,,,0.001005,,
Douglas Bush,Douglas,Bush,,364,,,0.001003,,
Thomas Dekker,Thomas,Dekker,,364,,,0.001003,,
Edith Hamilton,Edith,Hamilton,,364,,,0.001003,,
M. M. Bakhtin,M M,Bakhtin,,362,,,0.000997,,
Ta-Nehisi Coates,Ta-Nehisi,Coates,,362,,,0.000997,,
John J. Richetti,John J,Richetti,,361,,,0.000994,,
J. G. Ballard,J G,Ballard,,360,,,0.000992,,
Joseph Heller,Joseph,Heller,,360,,,0.000992,,
Yusef Komunyakaa,Yusef,Komunyakaa,,360,,,0.000992,,
Mary Poovey,Mary,Poovey,,360,,,0.000992,,
Marcel Proust,Marcel,Proust,,360,,,0.000992,,
Harriet E. Wilson,Harriet E,Wilson,,360,,,0.000992,,
Sonia Maasik,Sonia,Maasik,,359,,,0.000989,,
Honoré De Balzac,Honoré,de Balzac,,358,,,0.000986,,
Ford Madox Ford,Ford Madox,Ford,,358,,,0.000986,,
Anthony C. Winkler,Anthony C,Winkler,,358,,,0.000986,,
Antony Easthope,Antony,Easthope,,355,,,0.000978,,
Annie Proulx,Annie,Proulx,,355,,,0.000978,,
Djuna Barnes,Djuna,Barnes,,354,,,0.000975,,
Frances Hodgson Burnett,Frances,Hodgson Burnett,,354,,,0.000975,,
M. G. Lewis,M G,Lewis,,354,,,0.000975,,
Richard Brinsley Sheridan,Richard Brinsley,Sheridan,,354,,,0.000975,,
Norman Mailer,Norman,Mailer,,353,,,0.000972,,
Jo Ray McCuen,Jo Ray,McCuen,,353,,,0.000972,,
Lisa S. Ede,Lisa S,Ede,,352,,,0.00097,,
Toril Moi,Toril,Moi,,352,,,0.00097,,
Thucydides,Thucydides,,,352,,,0.00097,,
Copyright Paperback Collection (Library of Congress,Library of Congress,Copyright Paperback Collection,,351,,,0.000967,,
J. A. Cuddon,J A,Cuddon,,351,,,0.000967,,
Phillip Lopate,Phillip,Lopate,,351,,,0.000967,,
Pam Mathis,Pam,Mathis,,351,,,0.000967,,
Joseph Laurence Black,Joseph Laurence,Black,,350,,,0.000964,,
Peter Hulme,Peter,Hulme,,348,,,0.000959,,
Robert Miles,Robert,Miles,,348,,,0.000959,,
Orhan Pamuk,Orhan,Pamuk,,348,,,0.000959,,
Roy Porter,Roy,Porter,,348,,,0.000959,,
Katherine Paterson,Katherine,Paterson,,347,,,0.000956,,
Leland Ryken,Leland,Ryken,,347,,,0.000956,,
Linda Hogan,Linda,Hogan,,346,,,0.000953,,
Yann Martel,Yann,Martel,,346,,,0.000953,,
Elleke Boehmer,Elleke,Boehmer,,345,,,0.00095,,
Humphrey Carpenter,Humphrey,Carpenter,,345,,,0.00095,,
A. Robert Lee,A Robert,Lee,,345,,,0.00095,,
Frank Lentricchia,Frank,Lentricchia,,345,,,0.00095,,
Aldo Leopold,Aldo,Leopold,,345,,,0.00095,,
Peter Nicholls,Peter,Nicholls,,345,,,0.00095,,
Catharine Maria Sedgwick,Catharine Maria,Sedgwick,,345,,,0.00095,,
Dylan Thomas,Dylan,Thomas,,345,,,0.00095,,
Steven Connor,Steven,Connor,,344,,,0.000948,,
Margery Kempe,Margery,Kempe,,344,,,0.000948,,
George Lakoff,George,Lakoff,,344,,,0.000948,,
Jill Mann,Jill,Mann,,344,,,0.000948,,
Dorothy Allison,Dorothy,Allison,,343,,,0.000945,,
Gish Jen,Gish,Jen,,343,,,0.000945,,
Haruki Murakami,Haruki,Murakami,,343,,,0.000945,,
Grace Paley,Grace,Paley,,343,,,0.000945,,
Lawrence Buell,Lawrence,Buell,,341,,,0.000939,,
John Hollander,John,Hollander,,341,,,0.000939,,
Dennis A. Lynch,Dennis A,Lynch,,339,,,0.000934,,
Milan Kundera,Milan,Kundera,,338,,,0.000931,,
Stephen Wilhoit,Stephen,Wilhoit,,338,,,0.000931,,
Bill Bryson,Bill,Bryson,,337,,,0.000928,,
Gene Luen Yang,Gene Luen,Yang,,335,,,0.000923,,
H. C. Andersen,H C,Andersen,,334,,,0.00092,,
Donna S. Kienzler,Donna S,Kienzler,,334,,,0.00092,,
August Strindberg,August,Strindberg,,333,,,0.000917,,
Graeme Turner,Graeme,Turner,,331,,,0.000912,,
Nina Auerbach,Nina,Auerbach,,330,,,0.000909,,
Walter Dean Myers,Walter Dean,Myers,,330,,,0.000909,,
Kim Addonizio,Kim,Addonizio,,327,,,0.000901,,
Charles W. Dawe,Charles W,Daw,,327,,,0.000901,,
Sam Shepard,Sam,Shepard,,326,,,0.000898,,
Seuss,Seuss,,,326,,,0.000898,,
Peter Ackroyd,Peter,Ackroyd,,325,,,0.000895,,
John Henry Newman,John Henry,Newman,,325,,,0.000895,,
Jeremy Tambling,Jeremy,Tambling,,325,,,0.000895,,
Wade Baskin,Wade,Baskin,,324,,,0.000892,,
Ralph Paul deGorog,Ralph Paul,de Gorog,,324,,,0.000892,,
Edward P. J. Corbett,Edward P J,Corbett,,323,,,0.00089,,
Buchi Emecheta,Buchi,Emecheta,,323,,,0.00089,,
Kenneth Muir,Kenneth,Muir,,323,,,0.00089,,
Santi V. Buscemi,Santi V,Buscemi,,322,,,0.000887,,
Michael McKeon,Michael,McKeon,,322,,,0.000887,,
Don W. King,Don W,King,,321,,,0.000884,,
Glennis Byron,Glennis,Byron,,320,,,0.000881,,
William Hughes,William,Hughes,,320,,,0.000881,,
Katharine Eisaman Maus,Katharine Eisaman,Maus,,320,,,0.000881,,
Christine L. Alfano,Christine L,Alfano,,319,,,0.000879,,
Paulo Freire,Paulo,Freire,,319,,,0.000879,,
Alyssa J. O.'Brien,Alyssa J,O'Brien,,319,,,0.000879,,
Raman Selden,Raman,Selden,,319,,,0.000879,,
Lucius Annaeus Seneca,Lucius Annaeus,Seneca,,318,,,0.000876,,
Upton Sinclair,Upton,Sinclair,,318,,,0.000876,,
Richard Abcarian,Richard,Abcarian,,317,,,0.000873,,
Mohsin Hamid,Mohsin,Hamid,,317,,,0.000873,,
David Hume,David,Hume,,317,,,0.000873,,
Marvin Klotz,Marvin,Klotz,,317,,,0.000873,,
Rod Mengham,Rod,Mengham,,317,,,0.000873,,
Michael Alexander,Michael,Alexander,,316,,,0.00087,,
Mikhail Bulgakov,Mikhail,Bulgakov,,316,,,0.00087,,
William Wycherley,William,Wycherley,,316,,,0.00087,,
Ed Young,Ed,Young,,316,,,0.00087,,
Martin Luther,Martin,Luther,,315,,,0.000868,,
Rob Pope,Rob,Pope,,315,,,0.000868,,
William B. Yeats,William B,Yeats,,315,,,0.000868,,
Slavoj Žižek,Slavoj,Žižek,,315,,,0.000868,,
Bruce King,Bruce,King,,314,,,0.000865,,
Winfried Georg Sebald,Winfried Georg,Sebald,,314,,,0.000865,,
Tzvetan Todorov,Tzvetan,Todorov,,314,,,0.000865,,
Lee Gutkind,Lee,Gutkind,,313,,,0.000862,,
Judith Halberstam,Judith,Halberstam,,313,,,0.000862,,
Nicholas Walliman,Nicholas,Walliman,,313,,,0.000862,,
Jennifer Egan,Jennifer,Egan,,312,,,0.000859,,
Marjorie Lamp Mead,Marjorie,Lamp Mead,,312,,,0.000859,,
Isaac Bashevis Singer,Isaac Bashevis,Singer,,312,,,0.000859,,
