author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total,dataset
"Necker, Jacques, 1732-1804.",Necker,Jacques,,1732,1804,,,,,,,7,0.000741368,estc
"Thomson, James, 1700-1748.",Thomson,James,,1700,1748,,,,,,,7,0.000741368,estc
"Bourgoing, Jean-FrancÌ§ois, baron de, 1748-1811.",Bourgoing,Jean-François,,1748,1811,,,,,,,7,0.000741368,estc
"Keyssler, Johann Georg, 1693-1743.",Keyssler,Johann Georg,,1693,1743,,,,,,,7,0.000741368,estc
"Georgi, Johann Gottlieb, 1738-1802.",Georgi,Johann Gottlieb,,1738,1802,,,,,,,7,0.000741368,estc
"Mosheim, Johann Lorenz, 1694?-1755.",Mosheim,Johann Lorenz,, 1694?,1755,,,,,,,7,0.000741368,estc
"Keill, John, 1671-1721.",Keill,John,,1671,1721,,,,,,,7,0.000741368,estc
"Shebbeare, John, 1709-1788.",Shebbeare,John,,1709,1788,,,,,,,7,0.000741368,estc
"Brown, John, 1715-1766.",Brown,John,,1715,1766,,,,,,,7,0.000741368,estc
"Hall-Stevenson, John, 1718-1785.",Hall-Stevenson,John,,1718,1785,,,,,,,7,0.000741368,estc
"Newton, John, 1725-1807.",Newton,John,,1725,1807,,,,,,,7,0.000741368,estc
"Ogilvie, John, 1733-1813.",Ogilvie,John,,1733,1813,,,,,,,7,0.000741368,estc
"Adolphus, John, 1768-1845.",Adolphus,John,,1768,1845,,,,,,,7,0.000741368,estc
"Flavel, John, 1630?-1691.",Flavel,John,, 1630?,1691,,,,,,,7,0.000741368,estc
"CamoÌƒes, LuiÌs de, 1524?-1580.",CamoÌƒes,LuiÌs de,, 1524?,1580,,,,,,,7,0.000741368,estc
"Aulnoy, Madame d' 1650 or 51-1705.",d'Aulnoy,Madame,,1650 or 51,1705,,,,,,,7,0.000741368,estc
"Bacon, Matthew, fl. 1730.",Bacon,Matthew,, fl. 1730.,,,,,,,,7,0.000741368,estc
"Firishtah, Muḥammad Qāsim Hindū Shāh Astarābādī.",Firishtah,Muḥammad Qāsim Hindū Shāh Astarābādī,,,,,,,,,,7,0.000741368,estc
"Wraxall, Nathaniel William, Sir, 1751-1831.",Wraxall,Nathaniel William,,1751,1831,,,,,,,7,0.000741368,estc
"Pluche, NoÃ«l Antoine, 1688-1761.",Pluche,Noël Antoine,,1688,1761,,,,,,,7,0.000741368,estc
"Delany, Patrick, 1685 or 6-1768.",Delany,Patrick,, 1685 or 6,1768,,,,,,,7,0.000741368,estc
"Glover, Richard, 1712-1785.",Glover,Richard,,1712,1785,,,,,,,7,0.000741368,estc
"Rolt, Richard, 1724 or 5-1770.",Rolt,Richard,, 1724 or 5,1770,,,,,,,7,0.000741368,estc
"Sullivan, Richard Joseph, Sir, bart., 1752-1806.",Sullivan,Richard Joseph,,1752,1806,,,,,,,7,0.000741368,estc
"Boyle, Robert, 1627-1691.",Boyle,Robert,,1627,1691,,,,,,,7,0.000741368,estc
"Paltock, Robert, 1697-1767.",Paltock,Robert,,1697,1767,,,,,,,7,0.000741368,estc
"Hearne, Thomas, 1678-1735.",Hearne,Thomas,,1678,1735,,,,,,,7,0.000741368,estc
"Chubb, Thomas, 1679-1747.",Chubb,Thomas,,1679,1747,,,,,,,7,0.000741368,estc
"Leland, Thomas, 1722-1785.",Leland,Thomas,,1722,1785,,,,,,,7,0.000741368,estc
"Evans, Thomas, 1742-1784.",Evans,Thomas,,1742,1784,,,,,,,7,0.000741368,estc
"Cox, Thomas, d. 1734.",Cox,Thomas,,,1734,,,,,,,7,0.000741368,estc
"Mathias, Thomas James, 1754?-1835.",Mathias,Thomas James,, 1754?,1835,,,,,,,7,0.000741368,estc
"Tasso, Torquato, 1544-1595.",Tasso,Torquato,,1544,1595,,,,,,,7,0.000741368,estc
"Knox, Vicesimus, 1752-1821.",Knox,Vicesimus,,1752,1821,,,,,,,7,0.000741368,estc
"Harte, Walter, 1709-1774.",Harte,Walter,,1709,1774,,,,,,,7,0.000741368,estc
"Whiston, William, 1667-1752.",Whiston,William,,1667,1752,,,,,,,7,0.000741368,estc
"Oldys, William, 1696-1761.",Oldys,William,,1696,1761,,,,,,,7,0.000741368,estc
"Jackson, William, 1730-1803.",Jackson,William,,1730,1803,,,,,,,7,0.000741368,estc
"Cowper, William, 1731-1800.",Cowper,William,,1731,1800,,,,,,,7,0.000741368,estc
"Paley, William, 1743-1805.",Paley,William,,1743,1805,,,,,,,7,0.000741368,estc
"Jones, William, Sir, 1746-1794.",Jones,William,,1746,1794,,,,,,,7,0.000741368,estc
"Nicholson, William, 1753-1815.",Nicholson,William,,1753,1815,,,,,,,7,0.000741368,estc
"Pliny, the Younger.",,Pliny the Younger,,,,,,,,,,7,0.000741368,estc
"Saint-Evremond, 1613-1703.",,Saint-Evremond,,1613,1703,,,,,,,7,0.000741368,estc
Callimachus.,,Callimachus,,,,,,,,,,7,0.000741368,estc
Great Britain. Board of Agriculture.,Great Britain,Board of Agriculture,,,,,,,,,,7,0.000741368,estc
Royal Irish Academy.,,Royal Irish Academy,,,,,,,,,,7,0.000741368,estc
"Bertrand de Moleville, Antoine-FrancÌ§ois, marquis de, 1744-1818.",de Moleville,Antoine-François Bertrand,,1744,1818,,,,,,,6,0.000635459,estc
"Montesquieu, Charles de Secondat, baron de, 1689-1755.",de Secondat,Charles,,1689,1755,,,,,,,6,0.000635459,estc
"Tacitus, Cornelius.",Tacitus,Cornelius,,,,,,,,,,6,0.000635459,estc
"Lysons, Daniel, 1762-1834.",Lysons,Daniel,,1762,1834,,,,,,,6,0.000635459,estc
"Loch, David, d 1780.",Loch,David,,,1780,,,,,,,6,0.000635459,estc
"Erasmus, Desiderius, d. 1536.",Erasmus,Desiderius,,,1536,,,,,,,6,0.000635459,estc
"Samuel, E.",Samuel,E,,,,,,,,,,6,0.000635459,estc
"Halley, Edmond, 1656-1742.",Halley,Edmond,,1656,1742,,,,,,,6,0.000635459,estc
"Julian, Emperor of Rome, 331-363.",Julian,Emperor of Rome,,331,363,,,,,,,6,0.000635459,estc
"Fénelon, François de Salignac de La Mothe-, 1651-1715.",Fénelon,François,,1651,1715,,,,,,,6,0.000635459,estc
"Horne, George, 1730-1792.",Horne,George,,1730,1792,,,,,,,6,0.000635459,estc
"Staunton, George, Sir, 1737-1801.",Staunton,George,,1737,1801,,,,,,,6,0.000635459,estc
"Tierney, George, 1761-1830.",Tierney,George,,1761,1830,,,,,,,6,0.000635459,estc
"Sherwin, Henry.",Sherwin,Henry,,,,,,,,,,6,0.000635459,estc
"Watts, Isaac, 1674-1748.",Watts,Isaac,,1674,1748,,,,,,,6,0.000635459,estc
"Rowning, J. 1701?-1771.",Rowning,J,,1701?,1771,,,,,,,6,0.000635459,estc
"Cazotte, Jacques, 1719-1792.",Cazotte,Jacques,,1719,1792,,,,,,,6,0.000635459,estc
"Ferguson, James, 1710-1776.",Ferguson,James,,1710,1776,,,,,,,6,0.000635459,estc
"Bruce, James, 1730-1794.",Bruce,James,,1730,1794,,,,,,,6,0.000635459,estc
"Caldwell, James, Sir, d. 1784.",Caldwell,James,,,1784,,,,,,,6,0.000635459,estc
"Campe, Joachim Heinrich, 1746-1818.",Campe,Joachim Heinrich,,1746,1818,,,,,,,6,0.000635459,estc
"Harington, John, Sir, 1560-1612.",Harington,John,,1560,1612,,,,,,,6,0.000635459,estc
"Buckingham, John Sheffield, Duke of, 1647-1721.",Sheffield,John,,1647,1721,,,,,,,6,0.000635459,estc
"Hildrop, John, 1682-1756.",Hildrop,John,,1682,1756,,,,,,,6,0.000635459,estc
"Bell, John, 1691-1780.",Bell,John,,1691,1780,,,,,,,6,0.000635459,estc
"Armstrong, John, 1709-1779.",Armstrong,John,,1709,1779,,,,,,,6,0.000635459,estc
"Dalrymple, John, Sir, 1726-1810.",Dalrymple,John,,1726,1810,,,,,,,6,0.000635459,estc
"Duncombe, John, 1729-1786.",Duncombe,John,,1729,1786,,,,,,,6,0.000635459,estc
"Gillies, John, 1747-1836.",Gillies,John,,1747,1836,,,,,,,6,0.000635459,estc
"Spence, Joseph, 1699-1768.",Spence,Joseph,,1699,1768,,,,,,,6,0.000635459,estc
"Berington, Joseph, 1746-1827.",Berington,Joseph,,1746,1827,,,,,,,6,0.000635459,estc
"Campbell, Lawrence Dundas.",Campbell,Lawrence Dundas,,,,,,,,,,6,0.000635459,estc
"Noble, Mark, 1754-1827.",Noble,Mark,,1754,1827,,,,,,,6,0.000635459,estc
"Hale, Matthew, Sir, 1609-1676.",Hale,Matthew,,1609,1676,,,,,,,6,0.000635459,estc
"Bennett, Mrs. d. 1808.",Bennett,,Mrs,,d. 1808.,,,,,,,6,0.000635459,estc
"Bailey, Nathan, d. 1742.",Bailey,Nathan,,,1742,,,,,,,6,0.000635459,estc
"Doddridge, Philip, 1702-1751.",Doddridge,Philip,,1702,1751,,,,,,,6,0.000635459,estc
"Clement XIV, Pope, 1705-1774.",Clement XIV,Pope,,1705,1774,,,,,,,6,0.000635459,estc
"Twiss, Richard 1747-1821.",Twiss,Richard,,1747,1821,,,,,,,6,0.000635459,estc
"Cambridge, Richard Owen, 1717-1802.",Cambridge,Richard Owen,,1717,1802,,,,,,,6,0.000635459,estc
"Parnell, Thomas, 1679-1718.",Parnell,Thomas,,1679,1718,,,,,,,6,0.000635459,estc
"Davies, Thomas, 1713-1785.",Davies,Thomas,,1713,1785,,,,,,,6,0.000635459,estc
"Francklin, Thomas, 1721-1784.",Francklin,Thomas,,1721,1784,,,,,,,6,0.000635459,estc
"Pownall, Thomas, 1722-1805.",Pownall,Thomas,,1722,1805,,,,,,,6,0.000635459,estc
"Pennant, Thomas, 1726-1798.",Pennant,Thomas,,1726,1798,,,,,,,6,0.000635459,estc
"Nugent, Thomas, 1700?-1772.",Nugent,Thomas,, 1700?,1772,,,,,,,6,0.000635459,estc
"Derham, W. 1657-1735.",Derham,W,,1657,1735,,,,,,,6,0.000635459,estc
"Leybourn, William, 1626-1716.",Leybourn,William,,1626,1716,,,,,,,6,0.000635459,estc
"Beveridge, William, 1637-1708.",Beveridge,William,,1637,1708,,,,,,,6,0.000635459,estc
"King, William, 1650-1729.",King,William,,1650,1729,,,,,,,6,0.000635459,estc
"Chambers, William, Sir, 1726-1796.",Chambers,William,,1726,1796,,,,,,,6,0.000635459,estc
"Aiton, William, 1731-1793.",Aiton,William,,1731,1793,,,,,,,6,0.000635459,estc
"Tooke, William, 1744-1820.",Tooke,William,,1744,1820,,,,,,,6,0.000635459,estc
"Cowley, Mrs. (Hannah), 1743-1809.",Cowley,Hannah,Mrs,1743,1809,,,,,,,6,0.000635459,estc
"Le Sage, Alain René, 1668-1747.",Le Sage,Alain René,,1668,1747,,,,,,,5,0.000529549,estc
"Gerard, Alexander, 1728-1795.",Gerard,Alexander,,1728,1795,,,,,,,5,0.000529549,estc
"Sidney, Algernon, 1622-1683.",Sidney,Algernon,,1622,1683,,,,,,,5,0.000529549,estc
"Ramsay, Allan, 1686-1758.",Ramsay,Allan,,1686,1758,,,,,,,5,0.000529549,estc
"Ulloa, Antonio de, 1716-1795.",Ulloa,Antonio de,,1716,1795,,,,,,,5,0.000529549,estc
"Gellius, Aulus.",Gellius,Aulus,,,,,,,,,,5,0.000529549,estc
"Porteus, Beilby, 1731-1809.",Porteus,Beilby,,1731,1809,,,,,,,5,0.000529549,estc
"Mandeville, Bernard, 1670-1733.",Mandeville,Bernard,,1670,1733,,,,,,,5,0.000529549,estc
"Gildon, Charles, 1665-1724.",Gildon,Charles,,1665,1724,,,,,,,5,0.000529549,estc
"Morell, Charles, Sir, 1736-1765.",Morell,Charles,,1736,1765,,,,,,,5,0.000529549,estc
"Dibdin, Charles, 1745-1814.",Dibdin,Charles,,1745,1814,,,,,,,5,0.000529549,estc
"Wieland, Christoph Martin, 1733-1813.",Wieland,Christoph Martin,,1733,1813,,,,,,,5,0.000529549,estc
"Pauw, Cornelius, 1739-1799.",Pauw,Cornelius,,1739,1799,,,,,,,5,0.000529549,estc
"Paterson, Daniel, 1738-1825.",Paterson,Daniel,,1738,1825,,,,,,,5,0.000529549,estc
"Levi, David, 1740-1799.",Levi,David,,1740,1799,,,,,,,5,0.000529549,estc
"Buchan, David Stewart Erskine, Earl of, 1742-1829.",Erskine,David Stewart,,1742,1829,,,,,,,5,0.000529549,estc
"Calamy, Edmund, 1671-1732.",Calamy,Edmund,,1671,1732,,,,,,,5,0.000529549,estc
"Spenser, Edmund, 1552?-1599.",Spenser,Edmund,, 1552?,1599,,,,,,,5,0.000529549,estc
"Long, Edward, 1734-1813.",Long,Edward,,1734,1813,,,,,,,5,0.000529549,estc
"Hatton, Edward, b. 1664?",Hatton,Edward,,1664?,,,,,,,,5,0.000529549,estc
"Montagu, Edward Wortley, 1713-1776.",Montagu,Edward Wortley,,1713,1776,,,,,,,5,0.000529549,estc
"Rowe, Elizabeth Singer, 1674-1737.",Rowe,Elizabeth Singer,,1674,1737,,,,,,,5,0.000529549,estc
"Irwin, Eyles, 1751?-1817.",Irwin,Eyles,, 1751?,1817,,,,,,,5,0.000529549,estc
"Hare, Francis, 1671-1740.",Hare,Francis,,1671,1740,,,,,,,5,0.000529549,estc
"Hopkinson, Francis, 1737-1791.",Hopkinson,Francis,,1737,1791,,,,,,,5,0.000529549,estc
"Plowden, Francis, 1749-1829.",Plowden,Francis,,1749,1829,,,,,,,5,0.000529549,estc
"Daniel, Gabriel, 1649-1728.",Daniel,Gabriel,,1649,1728,,,,,,,5,0.000529549,estc
"Williams, Helen Maria, 1762-1827.",Williams,Helen Maria,,1762,1827,,,,,,,5,0.000529549,estc
"Swinburne, Henry, 1743-1803.",Swinburne,Henry,,1743,1803,,,,,,,5,0.000529549,estc
"Headley, Henry, 1765-1788.",Headley,Henry,,1765,1788,,,,,,,5,0.000529549,estc
"Pye, Henry James, 1745-1813.",Pye,Henry James,,1745,1813,,,,,,,5,0.000529549,estc
"Piozzi, Hester Lynch, 1741-1821.",Piozzi,Hester Lynch,,1741,1821,,,,,,,5,0.000529549,estc
"Ditton, Humphry, 1675-1715.",Ditton,Humphry,,1675,1715,,,,,,,5,0.000529549,estc
"Molière, 1622-1673.",,Molière,,1622,1673,,,,,,,5,0.000529549,estc
"Harrington, James, 1611-1677.",Harrington,James,,1611,1677,,,,,,,5,0.000529549,estc
"Donaldson, James, fl. 1794.",Donaldson,James,, fl. 1794.,,,,,,,,5,0.000529549,estc
"Crichton-Stuart, James Frederick Dudley, 1824-1891.",Crichton-Stuart,James Frederick Dudley,,1824,1891,,,,,,,5,0.000529549,estc
"Rousseau, Jean-Jacques, 1712-1778.",Rousseau,Jean-Jacques,,1712,1778,,,,,,,5,0.000529549,estc
"Strype, John, 1643-1737.",Strype,John,,1643,1737,,,,,,,5,0.000529549,estc
"Arbuthnot, John, 1667-1735.",Arbuthnot,John,,1667,1735,,,,,,,5,0.000529549,estc
"Muller, John, 1699-1784.",Muller,John,,1699,1784,,,,,,,5,0.000529549,estc
"Skinner, John, 1721-1807.",Skinner,John,,1721,1807,,,,,,,5,0.000529549,estc
"Sheffield, John Holroyd, Earl of, 1735-1821.",Holroyd,John,,1735,1821,,,,,,,5,0.000529549,estc
"Owen, John, 1766-1822.",Owen,John,,1766,1822,,,,,,,5,0.000529549,estc
"Entick, John, 1703?-1773.",Entick,John,, 1703?,1773,,,,,,,5,0.000529549,estc
"Hill, John, 1714?-1775.",Hill,John,, 1714?,1775,,,,,,,5,0.000529549,estc
"Barbour, John, d. 1395.",Barbour,John,,,1395,,,,,,,5,0.000529549,estc
"Mills, John, d. 1784?",Mills,John,,,1784?,,,,,,,5,0.000529549,estc
"Tooke, John Horne, 1736-1812.",Tooke,John Horne,,1736,1812,,,,,,,5,0.000529549,estc
"Wynne, John Huddlestone, 1743-1788.",Wynne,John Huddlestone,,1743,1788,,,,,,,5,0.000529549,estc
"Dillon, John Talbot, Sir, 1734-1806.",Dillon,John Talbot,,1734,1806,,,,,,,5,0.000529549,estc
"Keys, John.",Keys,John,,,,,,,,,,5,0.000529549,estc
"Edwards, Jonathan, 1703-1758.",Edwards,Jonathan,,1703,1758,,,,,,,5,0.000529549,estc
"Trapp, Joseph, 1679-1747.",Trapp,Joseph,,1679,1747,,,,,,,5,0.000529549,estc
"Towers, Joseph, 1737-1799.",Towers,Joseph,,1737,1799,,,,,,,5,0.000529549,estc
"Richardson, Joseph, 1755-1803.",Richardson,Joseph,,1755,1803,,,,,,,5,0.000529549,estc
"Ariosto, Lodovico, 1474-1533.",Ariosto,Lodovico,,1474,1533,,,,,,,5,0.000529549,estc
"Akenside, Mark, 1721-1770.",Akenside,Mark,,1721,1770,,,,,,,5,0.000529549,estc
"Destouches, Néricault, 1680-1754.",Destouches,Néricault,,1680,1754,,,,,,,5,0.000529549,estc
"Mallet, Paul Henri, 1730-1807.",Mallet,Paul Henri,,1730,1807,,,,,,,5,0.000529549,estc
"Thicknesse, Philip, 1719-1792.",Thicknesse,Philip,,1719,1792,,,,,,,5,0.000529549,estc
"Chesterfield, Philip Dormer Stanhope, Earl of, 1694-1773.",Stanhope,Philip Dormer,,1694,1773,,,,,,,5,0.000529549,estc
"Marivaux, Pierre Carlet de Chamblain de, 1688-1763.",Marivaux,Pierre Carlet de Chamblain de,,1688,1763,,,,,,,5,0.000529549,estc
"Allestree, Richard, 1619-1681.",Allestree,Richard,,1619,1681,,,,,,,5,0.000529549,estc
"Burn, Richard, 1709-1785.",Burn,Richard,,1709,1785,,,,,,,5,0.000529549,estc
"Hill, Richard, Sir, 1733-1808.",Hill,Richard,,1733,1808,,,,,,,5,0.000529549,estc
"Tickell, Richard, 1751-1793.",Tickell,Richard,,1751,1793,,,,,,,5,0.000529549,estc
"Polwhele, Richard, 1760-1838.",Polwhele,Richard,,1760,1838,,,,,,,5,0.000529549,estc
"Savage, Richard, d. 1743.",Savage,Richard,,,1743,,,,,,,5,0.000529549,estc
"Sulivan, Richard Joseph, Sir, 1752-1806.",Sulivan,Richard Joseph,,1752,1806,,,,,,,5,0.000529549,estc
"Chandler, Samuel, 1693-1766.",Chandler,Samuel,,1693,1766,,,,,,,5,0.000529549,estc
"Ockley, Simon, 1678-1720.",Ockley,Simon,,1678,1720,,,,,,,5,0.000529549,estc
"Whatley, Stephen, fl. 1712-1741.",Whatley,Stephen,, fl. 1712,1741,,,,,,,5,0.000529549,estc
"Wilson, Thomas, 1663-1755.",Wilson,Thomas,,1663,1755,,,,,,,5,0.000529549,estc
"Brett, Thomas, 1667-1744.",Brett,Thomas,,1667,1744,,,,,,,5,0.000529549,estc
"Amory, Thomas, 1691?-1788?",Amory,Thomas,, 1691?,1788?,,,,,,,5,0.000529549,estc
"Kennett, White, 1660-1728.",Kennett,White,,1660,1728,,,,,,,5,0.000529549,estc
"Clagett, William, 1646-1688.",Clagett,William,,1646,1688,,,,,,,5,0.000529549,estc
"Gordon, William, 1728-1807.",Gordon,William,,1728,1807,,,,,,,5,0.000529549,estc
"Enfield, William, 1741-1797.",Enfield,William,,1741,1797,,,,,,,5,0.000529549,estc
"Frend, William, 1757-1841.",Frend,William,,1757,1841,,,,,,,5,0.000529549,estc
"Playfair, William, 1759-1823.",Playfair,William,,1759,1823,,,,,,,5,0.000529549,estc
"Francklin, William, 1763-1839.",Francklin,William,,1763,1839,,,,,,,5,0.000529549,estc
"Jones , William , Sir, 1746-1794.",Jones,William,,1746,1794,,,,,,,5,0.000529549,estc
"Mickle, William Julius, 1735-1788.",Mickle,William Julius,,1735,1788,,,,,,,5,0.000529549,estc
"Boutcher, William.",Boutcher,William,,,,,,,,,,5,0.000529549,estc
Académie des sciences (France),France,Académie des sciences,,,,,,,,,,5,0.000529549,estc
Aristotle.,,Aristotle,,,,,,,,,,5,0.000529549,estc
"Ovid, 43 B.C.-17 or 18 A.D.",,Ovid,, 43 B.C.,17 or 18 A.D.,,,,,,,5,0.000529549,estc
Demosthenes.,,Demosthenes,,,,,,,,,,5,0.000529549,estc
Plato.,,Plato,,,,,,,,,,5,0.000529549,estc
Scotland. Court of Session.,Scotland,Court of Session,,,,,,,,,,5,0.000529549,estc
"Prévost, Abbé, 1697-1763.",Prévost,Abbé,,1697,1763,,,,,,,4,0.000423639,estc
"Ferguson, Adam, 1723-1816.",Ferguson,Adam,,1723,1816,,,,,,,4,0.000423639,estc
"Philips, Ambrose, 1674-1749.",Philips,Ambrose,,1674,1749,,,,,,,4,0.000423639,estc
"Stuart, Andrew, 1725-1801.",Stuart,Andrew,,1725,1801,,,,,,,4,0.000423639,estc
"Pasquin, Anthony, 1761-1818.",Pasquin,Anthony,,1761,1818,,,,,,,4,0.000423639,estc
"Collins, Arthur, 1682?-1760.",Collins,Arthur,, 1682?,1760,,,,,,,4,0.000423639,estc
"Kotzebue, August von, 1761-1819.",Kotzebue,August von,,1761,1819,,,,,,,4,0.000423639,estc
"Münter, Balthasar, 1735-1793.",Münter,Balthasar,,1735,1793,,,,,,,4,0.000423639,estc
"Victor, Benjamin, d. 1778.",Victor,Benjamin,,,1778,,,,,,,4,0.000423639,estc
"Nieuwentijt, Bernard, 1654-1718.",Nieuwentijt,Bernard,,1654,1718,,,,,,,4,0.000423639,estc
"Higgons, Bevil, 1670-1735.",Higgons,Bevil,,1670,1735,,,,,,,4,0.000423639,estc
"Whitlocke, Bulstrode, 1605-1675 or 6.",Whitlocke,Bulstrode,,1605,1675 or 6.,,,,,,,4,0.000423639,estc
"Mathews, Charles, Mrs., d. 1802.",Mathews,Charles,Mrs,,1802,,,,,,,4,0.000423639,estc
"Reeve, Clara, 1729-1807.",Reeve,Clara,,1729,1807,,,,,,,4,0.000423639,estc
"Lancelot, Claude, 1615?-1695.",Lancelot,Claude,, 1615?,1695,,,,,,,4,0.000423639,estc
"Fenning, Daniel.",Fenning,Daniel,,,,,,,,,,4,0.000423639,estc
"Gregory, David, 1659-1708.",Gregory,David,,1659,1708,,,,,,,4,0.000423639,estc
"Coke, Edward, Sir, 1552-1634.",Coke,Edward,,1552,1634,,,,,,,4,0.000423639,estc
"Clarendon, Edward Hyde, Earl of, 1609-1674.",Hyde,Edward,,1609,1674,,,,,,,4,0.000423639,estc
"Stillingfleet, Edward, 1635-1699.",Stillingfleet,Edward,,1635,1699,,,,,,,4,0.000423639,estc
"Wells, Edward, 1667-1727.",Wells,Edward,,1667,1727,,,,,,,4,0.000423639,estc
"Ashmole, Elias, 1617-1692.",Ashmole,Elias,,1617,1692,,,,,,,4,0.000423639,estc
"Marcus Aurelius, Emperor of Rome, 121-180.",Marcus Aurelius,Emperor of Rome,,121,180,,,,,,,4,0.000423639,estc
"Marigny, François Augier de, -1762.",Marigny,François Augier de,,,1762,,,,,,,4,0.000423639,estc
"Lavington, George, 1684?-1762.",Lavington,George,, 1684?,1762,,,,,,,4,0.000423639,estc
"Canning, George, d. 1771.",Canning,George,,,1771,,,,,,,4,0.000423639,estc
"Buffon, Georges Louis Leclerc, comte de, 1707-1788.",Leclerc,Georges-Louis,,1707,1788,,,,,,,4,0.000423639,estc
"Uztáriz, Gerónimo de, 1670-1732.",Uztáriz,Gerónimo de,,1670,1732,,,,,,,4,0.000423639,estc
"Jacob, Giles, 1686-1744.",Jacob,Giles,,1686,1744,,,,,,,4,0.000423639,estc
"More, Hannah, 1745-1833.",More,Hannah,,1745,1833,,,,,,,4,0.000423639,estc
"Arlington, Henry Bennet, Earl of, 1618-1685.",Bennet,Henry,,1618,1685,,,,,,,4,0.000423639,estc
"Brooke, Henry, 1703?-1783.",Brooke,Henry,, 1703?,1783,,,,,,,4,0.000423639,estc
"Kelly, Hugh, 1739-1777.",Kelly,Hugh,,1739,1777,,,,,,,4,0.000423639,estc
"Browne, Isaac Hawkins, 1705-1760.",Browne,Isaac Hawkins,,1705,1760,,,,,,,4,0.000423639,estc
"Robertson, J. 1712-1776.",Robertson,J,,1712,1776,,,,,,,4,0.000423639,estc
"Holwell, J. Z. 1711-1798.",Holwell,J Z,,1711,1798,,,,,,,4,0.000423639,estc
"Du Halde, J.-B. 1674-1743.",Du Halde,J-B,,1674,1743,,,,,,,4,0.000423639,estc
"Barwis, Jackson.",Barwis,Jackson,,,,,,,,,,4,0.000423639,estc
"Rohault, Jacques, 1618-1672.",Rohault,Jacques,,1618,1672,,,,,,,4,0.000423639,estc
"Bielfeld, Jakob Friedrich, Freiherr von, 1717-1770.",von Bielfeld,Jakob Friedrich,,1717,1770,,,,,,,4,0.000423639,estc
"Foster, James, 1697-1753.",Foster,James,,1697,1753,,,,,,,4,0.000423639,estc
"Howell, James, 1594?-1666.",Howell,James,, 1594?,1666,,,,,,,4,0.000423639,estc
"Wilkinson, James, d.1736.",Wilkinson,James,,,1736,,,,,,,4,0.000423639,estc
"Ralph, James, d. 1762.",Ralph,James,,,1762,,,,,,,4,0.000423639,estc
"Kirkman, James Thomas.",Kirkman,James Thomas,,,,,,,,,,4,0.000423639,estc
"Anville, Jean Baptiste Bourguignon d', 1697-1782.",Anville,Jean Baptiste Bourguignon d',,1697,1782,,,,,,,4,0.000423639,estc
"Lolme, Jean Louis de, 1740-1806.",Lolme,Jean Louis de,,1740,1806,,,,,,,4,0.000423639,estc
"Guyon, Jeanne Marie Bouvier de La Motte, 1648-1717.",Guyon,Jeanne Marie Bouvier de La Motte,,1648,1717,,,,,,,4,0.000423639,estc
"Jones, Jeremiah, 1693-1724.",Jones,Jeremiah,,1693,1724,,,,,,,4,0.000423639,estc
"Seed, Jeremiah, 1700-1747.",Seed,Jeremiah,,1700,1747,,,,,,,4,0.000423639,estc
"Collier, Jeremy, 1650-1726.",Collier,Jeremy,,1650,1726,,,,,,,4,0.000423639,estc
"Lavater, Johann Caspar, 1741-1801.",Lavater,Johann Caspar,,1741,1801,,,,,,,4,0.000423639,estc
"Davies, John, Sir, 1569-1626.",Davies,John,,1569,1626,,,,,,,4,0.000423639,estc
"Pearson, John, 1613-1686.",Pearson,John,,1613,1686,,,,,,,4,0.000423639,estc
"Ray, John, 1627-1705.",Ray,John,,1627,1705,,,,,,,4,0.000423639,estc
"Thorley, John, 1671-1759.",Thorley,John,,1671,1759,,,,,,,4,0.000423639,estc
"Philips, John, 1676-1709.",Philips,John,,1676,1709,,,,,,,4,0.000423639,estc
"Leland, John, 1691-1766.",Leland,John,,1691,1766,,,,,,,4,0.000423639,estc
"Martyn, John, 1699-1768.",Martyn,John,,1699,1768,,,,,,,4,0.000423639,estc
"Griffith, John, 1713-1776.",Griffith,John,,1713,1776,,,,,,,4,0.000423639,estc
"Millar, John, 1735-1801.",Millar,John,,1735,1801,,,,,,,4,0.000423639,estc
